ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG,commoditycode,PieceCt,ActualWeightUOM,RatedWeightUOM,DestSvcCenter,destSvcCenterCountry,DestTariffPt,OriginSvcCenter,OriginSvcCenterCountry,originTariffPt,CustomStdWidth,CustomStdHeight,CustomStdLength
10,2015,12,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2015,12,18,CNTRL,CKG,60,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
10,2016,1,17,CNTRL,HOU,7,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14
10,2016,2,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51
10,2016,2,18,CNTRL,CKG,13,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,2,18,CNTRL,CKG,32,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
10,2016,3,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
10,2016,3,18,CNTRL,CKG,4,94KZ,1,KG,KG,YHZ,CA,YHZ,CKG,CN,CKG,7,33,51
10,2016,3,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,3,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
10,2016,3,18,CNTRL,CKG,12,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,3,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
10,2016,3,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
10,2016,3,18,CNTRL,CKG,27,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,3,18,CNTRL,CKG,31,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
10,2016,3,18,CNTRL,CKG,50,94KZ,10,KG,KG,PHX,US,PHX,CKG,CN,CKG,1,1,1
10,2016,3,18,CNTRL,CKG,50,94KZ,10,KG,KG,PHX,US,PHX,CKG,CN,CKG,100,44,120
10,2016,4,4,CNTRL,SIN,39,62NZ,1,KG,KG,AMS,NL,AMS,SIN,SG,SIN,80,75,120
10,2016,4,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,14,18
10,2016,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YVR,CA,YVR,CKG,CN,CKG,1,1,1
10,2016,4,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,4,18,CNTRL,CKG,34,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,4,18,CNTRL,HKG,1,55GX,1,KG,KG,VCP,BR,VCP,HKG,HK,HKG,20,27,30
10,2016,5,5,CNTRL,SHE,92,ECN,2,KG,KG,SGN,VN,SGN,SHE,CN,SHE,25,21,35
10,2016,5,5,CNTRL,SHE,92,ECN,2,KG,KG,SGN,VN,SGN,SHE,CN,SHE,105,130,73
10,2016,5,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,31
10,2016,5,7,CNTRL,YYZ,9,MS,1,LB,LB,MDT,US,MDT,YYZ,CA,YYZ,10,8,12
10,2016,5,9,CNTRL,DLC,10571,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0
10,2016,5,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,12,1,14
10,2016,5,17,CNTRL,HOU,6,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24
10,2016,5,17,CNTRL,HOU,8,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24
10,2016,5,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
10,2016,5,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52
10,2016,5,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,47
10,2016,5,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,5,18,CNTRL,CKG,20,94KZ,6,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,5,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,5,18,CNTRL,CKG,523,94KZ,250,KG,KG,CVG,US,CVG,CKG,CN,CKG,1,1,1
10,2016,5,18,CNTRL,CKG,523,94KZ,250,KG,KG,CVG,US,CVG,CKG,CN,CKG,100,118,120
10,2016,5,18,CNTRL,CKG,2712,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
10,2016,5,18,CNTRL,CKG,2712,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,75,120
10,2016,5,18,CNTRL,CKG,2712,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,104,120
10,2016,6,9,CNTRL,DLC,10861,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0
10,2016,6,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
10,2016,6,17,CNTRL,HOU,7,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24
10,2016,6,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52
10,2016,6,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51
10,2016,6,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,47
10,2016,6,18,CNTRL,CKG,12,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,6,18,CNTRL,CKG,28,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,7,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
10,2016,7,18,CNTRL,CKG,115,44CI,12,KG,KG,ONT,US,ONT,CKG,CN,CKG,1,1,1
10,2016,8,5,CNTRL,EWR,189598,OFN,20,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
10,2016,8,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,30
10,2016,8,9,CNTRL,SGN,12781,OFN,42,KG,,LAX,US,LAX,SGN,VN,SGN,0,0,0
10,2016,8,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
10,2016,8,18,CNTRL,CKG,10,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,8,18,CNTRL,CKG,10,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,33,51
10,2016,8,18,CNTRL,CKG,26,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,8,18,CNTRL,CKG,28,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,9,4,CNTRL,PTY,32703,OFN,200,KG,,EWR,US,PHL,PTY,PA,PTY,0,0,0
10,2016,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,32,47
10,2016,9,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,9,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,9,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,9,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,37,33,51
10,2016,9,18,CNTRL,CKG,28,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,46,85
10,2016,10,5,CNTRL,SHA,2,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,31,11,52
10,2016,10,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5
10,2016,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,6,30,48
10,2016,10,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,10,18,CNTRL,CKG,124,44CI,8,KG,KG,ONT,US,ONT,CKG,CN,CKG,1,1,1
10,2016,10,18,CNTRL,CKG,124,44CI,8,KG,KG,ONT,US,ONT,CKG,CN,CKG,100,135,120
10,2016,11,5,CNTRL,AMS,2639,83SA,39,KG,KG,SDF,US,SDF,AMS,NL,AMS,88,79,117
10,2016,11,5,CNTRL,SHA,3,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,45,12,64
10,2016,11,5,CNTRL,SHA,3,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,45,13,61
10,2016,11,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,30,32,47
10,2016,11,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,11,18,CNTRL,CKG,294,44CI,18,KG,KG,ONT,US,ONT,CKG,CN,CKG,1,1,1
10,2016,12,5,CNTRL,SHA,1,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,31,11,52
10,2016,12,5,CNTRL,SHA,5,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,45,29,65
10,2016,12,9,CNTRL,DLC,9243,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0
10,2016,12,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,12,1,15
10,2016,12,17,CNTRL,HOU,3,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,17,13,18
10,2016,12,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,47
10,2016,12,18,CNTRL,CKG,30,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,47,85
10,2016,12,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2016,12,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,47,85
10,2016,12,18,CNTRL,CKG,300,44CI,18,KG,KG,ONT,US,ONT,CKG,CN,CKG,1,1,1
10,2016,12,18,CNTRL,CKG,300,44CI,18,KG,KG,ONT,US,ONT,CKG,CN,CKG,100,76,120
10,2016,12,18,CNTRL,CKG,300,44CI,18,KG,KG,ONT,US,ONT,CKG,CN,CKG,100,134,120
10,2016,12,18,CNTRL,KUB,8,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
10,2017,1,18,CNTRL,CKG,26,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,2,7,CNTRL,PHX,2,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10
10,2017,2,7,CNTRL,PHX,4,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10
10,2017,2,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18
10,2017,2,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,2,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,32,47
10,2017,3,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,48
10,2017,3,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,10,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,47,94KZ,15,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,64,94KZ,20,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,100,60,120
10,2017,3,18,CNTRL,CKG,2888,94KZ,250,LB,KG,SEA,US,SEA,CKG,CN,CKG,1,1,1
10,2017,3,18,CNTRL,CKG,2888,94KZ,250,LB,KG,SEA,US,SEA,CKG,CN,CKG,100,102,120
10,2017,3,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,20,27,30
10,2017,4,5,CNTRL,EWR,189598,OFN,20,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
10,2017,4,5,CNTRL,SHA,2,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,30,10,52
10,2017,4,17,CNTRL,ELP,7,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,15,12,19
10,2017,4,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
10,2017,4,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45
10,2017,4,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,45
10,2017,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,48
10,2017,4,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,4,18,CNTRL,CKG,30,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,4,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,53,47,85
10,2017,5,4,CNTRL,RTM,22850,OFN,210,KG,,SIN,SG,SIN,RTM,NL,AMS,0,0,0
10,2017,5,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,10,3,15
10,2017,5,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,11,10,14
10,2017,5,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,5,18,CNTRL,CKG,891,94KZ,300,KG,KG,CVG,US,CVG,CKG,CN,CKG,1,1,1
10,2017,5,18,CNTRL,CKG,891,94KZ,300,KG,KG,CVG,US,CVG,CKG,CN,CKG,100,105,120
10,2017,6,5,CNTRL,EWR,189598,OFN,20,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
10,2017,6,17,CNTRL,ELP,2,MS,1,LB,LB,YVR,CA,YVR,ELP,US,ELP,8,6,9
10,2017,6,17,CNTRL,ELP,2,MS,1,LB,LB,YVR,CA,YVR,ELP,US,ELP,9,3,10
10,2017,6,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,9,2,11
10,2017,6,17,CNTRL,HOU,2,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,11,10,14
10,2017,6,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,6,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,6,18,CNTRL,CKG,16,94KZ,5,KG,KG,YHZ,CA,YHZ,CKG,CN,CKG,1,1,1
10,2017,6,18,CNTRL,CKG,23,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,7,4,CNTRL,RTM,11425,OFN,105,KG,,SIN,SG,SIN,RTM,NL,AMS,0,0,0
10,2017,7,17,CNTRL,ELP,7,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,15,12,19
10,2017,7,17,CNTRL,ELP,183,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,24,15,39
10,2017,7,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,7,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,7,18,CNTRL,CKG,29,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,8,5,CNTRL,SHA,9,ECN,3,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64
10,2017,8,5,CNTRL,SIN,2,9949,1,KG,KG,SYD,AU,SYD,SIN,SG,SIN,31,33,32
10,2017,8,10,CNTRL,MNL,95700,OFN,6600,KG,,MAA,IN,MAA,MNL,PH,MNL,0,0,0
10,2017,8,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14
10,2017,8,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,9,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,9,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,45
10,2017,10,5,CNTRL,EWR,189598,OFN,20,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
10,2017,10,5,CNTRL,SHA,9,ECN,3,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64
10,2017,10,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14
10,2017,10,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18
10,2017,11,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18
10,2017,12,4,CNTRL,MTY,10050,ECN,30,KG,KG,RIC,US,RIC,MTY,MX,MTY,122,120,102
10,2017,12,7,CNTRL,BUH,79,ECN,1,KG,KG,SAO,BR,SAO,BUH,RO,BUH,73,78,93
10,2017,12,17,CNTRL,HOU,1,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,9,1,12
10,2017,12,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,9,1,12
10,2017,12,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2017,12,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2018,1,5,CNTRL,SHA,9,ECN,3,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64
10,2018,1,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,34,45
10,2018,1,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2018,1,18,CNTRL,CKG,12,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,35,34,45
10,2018,1,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2018,1,18,CNTRL,CKG,35,94KZ,15,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2018,1,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,20,27,30
10,2018,2,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
10,2018,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,6,30,48
10,2018,2,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
10,2018,2,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,48
11,2014,8,3,CNTRL,ONT,4,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12
11,2014,8,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5
11,2014,8,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,30,51
11,2014,8,18,CNTRL,KUB,610,94KZ,250,KG,KG,EWR,US,EWR,KUB,CN,KUB,1,1,1
11,2014,9,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2014,9,18,CNTRL,CKG,33,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,43,100
11,2014,9,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,20,27,30
11,2014,9,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
11,2014,10,7,CNTRL,SAN,331,MS,1,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
11,2014,10,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
11,2014,10,17,CNTRL,SFO,4,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5
11,2014,10,17,CNTRL,SFO,31,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
11,2014,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,30,56
11,2014,11,5,CNTRL,NUE,1693,ECN,18,KG,KG,PIT,US,PIT,NUE,DE,NUE,112,136,114
11,2014,11,17,CNTRL,HOU,2,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,1,14
11,2014,11,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5
11,2014,11,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2014,11,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,52
11,2014,11,18,CNTRL,KUB,6,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,35,56
11,2014,11,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
11,2014,12,3,CNTRL,STL,14462,ECN,40,LB,KG,BRU,BE,BRU,STL,US,STL,40,42,48
11,2015,1,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
11,2015,1,17,CNTRL,HOU,9,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
11,2015,2,5,CNTRL,HKG,960,ECN,10,KG,KG,MDT,US,ABE,HKG,HK,HKG,100,121,129
11,2015,2,17,CNTRL,HOU,225,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,24,16,40
11,2015,2,18,CNTRL,CKG,15,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2015,2,18,CNTRL,CKG,16,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2015,2,18,CNTRL,CKG,834,94KZ,300,KG,KG,LAS,US,LAS,CKG,CN,CKG,1,1,1
11,2015,3,5,CNTRL,SHE,3000,GT36,5,KG,KG,PEK,CN,PEK,SHE,CN,SHE,40,30,50
11,2015,3,17,CNTRL,HOU,4,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14
11,2015,3,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,56
11,2015,3,18,CNTRL,CKG,2866,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
11,2015,3,18,CNTRL,CKG,4299,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
11,2015,3,18,CNTRL,KUB,3,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,7,25,42
11,2015,3,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,15,31,60
11,2015,4,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49
11,2015,4,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51
11,2015,4,18,CNTRL,CKG,367,44CI,107,KG,KG,SFO,US,SFO,CKG,CN,CKG,100,107,120
11,2015,5,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51
11,2015,5,18,CNTRL,CKG,15,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,47,60
11,2015,6,7,CNTRL,PHX,9,ECN,1,LB,KG,BFS,GB,BFS,PHX,US,TUS,10,10,10
11,2015,6,17,CNTRL,HOU,9,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
11,2015,6,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
11,2015,6,18,CNTRL,CKG,3,94KZ,1,KG,KG,YUL,CA,YUL,CKG,CN,CKG,7,32,52
11,2015,6,18,CNTRL,CKG,14,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,46,60
11,2015,6,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2015,6,18,CNTRL,CKG,19842,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
11,2015,6,18,CNTRL,CKG,22046,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
11,2015,6,18,CNTRL,KUB,3638,94KZ,250,LB,KG,RDU,US,RDU,KUB,CN,KUB,1,1,1
11,2015,7,9,CNTRL,SGN,14658,OFN,42,KG,NULL,EWR,US,EWR,SGN,VN,SGN,0,0,0
11,2015,7,18,CNTRL,CKG,6,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2015,7,18,CNTRL,CKG,6,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52
11,2015,7,18,CNTRL,CKG,34,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
11,2015,7,18,CNTRL,HKG,1,62GQ,1,KG,KG,MIA,US,MIA,HKG,HK,HKG,20,27,30
11,2015,8,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,56
