ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG,commoditycode,PieceCt,ActualWeightUOM,RatedWeightUOM,DestSvcCenter,destSvcCenterCountry,DestTariffPt,OriginSvcCenter,OriginSvcCenterCountry,originTariffPt,CustomStdWidth,CustomStdHeight,CustomStdLength
8,2014,9,3,CNTRL,ONT,4,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12
8,2014,9,17,CNTRL,HOU,9,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
8,2014,9,17,CNTRL,HOU,11,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
8,2014,9,17,CNTRL,SFO,7,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5
8,2014,9,17,CNTRL,SFO,13,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
8,2014,9,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,9,18,CNTRL,CKG,19,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,9,18,CNTRL,KUB,6,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,34.5,59.5
8,2014,9,18,CNTRL,KUB,6,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,35,56
8,2014,10,5,CNTRL,EWR,158733,OFN,16,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
8,2014,10,7,CNTRL,PHX,2,CAN,1,LB,KG,KHH,TW,KHH,PHX,US,PHX,8,6,8
8,2014,10,7,CNTRL,SAN,661,MS,2,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2014,10,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,30,51
8,2014,10,18,CNTRL,CKG,17,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,CKG,37,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,CKG,37,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,44,100
8,2014,10,18,CNTRL,CKG,39,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,CKG,39,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,44,100
8,2014,10,18,CNTRL,CKG,40,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,CKG,517,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,CKG,517,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,100,118,120
8,2014,10,18,CNTRL,CKG,2734,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2014,10,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2014,11,7,CNTRL,SAN,992,MS,3,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2014,11,7,CNTRL,SBN,6636,MS,326,LB,LB,ELP,US,ELP,SBN,US,SBN,12,8,12
8,2014,11,17,CNTRL,SFO,18,MS,3,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
8,2014,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,47
8,2014,12,7,CNTRL,SAN,331,MS,1,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2014,12,17,CNTRL,BUD,2,5589,1,KG,KG,SDF,US,SDF,BUD,HU,BUD,33,24,38
8,2014,12,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,44
8,2014,12,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,47
8,2014,12,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,30,56
8,2014,12,18,CNTRL,CKG,15,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,43,60
8,2014,12,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2014,12,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2014,12,18,CNTRL,KUB,11,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2014,12,18,CNTRL,KUB,12,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,16,35,60
8,2015,1,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49
8,2015,1,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,47
8,2015,1,18,CNTRL,CKG,36,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,1,18,CNTRL,CKG,517,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,1,1,1
8,2015,1,18,CNTRL,CKG,517,94KZ,250,KG,KG,CLT,US,CLT,CKG,CN,CKG,100,118,120
8,2015,1,18,CNTRL,CKG,2690,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2015,1,18,CNTRL,KUB,10,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,15,31,60
8,2015,2,7,CNTRL,SAN,661,MS,2,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2015,2,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5
8,2015,2,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,2,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,2,18,CNTRL,CKG,36,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,2,18,CNTRL,CKG,40,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,2,18,CNTRL,CKG,40,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,47,100
8,2015,2,18,CNTRL,KUB,5,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,35,56
8,2015,3,3,CNTRL,ONT,2,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12
8,2015,3,7,CNTRL,PHX,9,ECN,1,LB,KG,BFS,GB,BFS,PHX,US,TUS,10,10,10
8,2015,3,7,CNTRL,SAN,13,GCR,1,LB,KG,PAR,FR,PAR,SAN,US,SAN,9,9,18
8,2015,3,7,CNTRL,SAN,331,MS,1,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2015,3,7,CNTRL,SAN,606,MS,1,LB,LB,SEA,US,SEA,SAN,US,SAN,40,46,48
8,2015,3,7,CNTRL,SAN,661,MS,2,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2015,3,7,CNTRL,SDF,1488,ECN,1,LB,KG,BUD,HU,BUD,SDF,US,SDF,36,41,41
8,2015,3,17,CNTRL,HKG,2080,55GX,10,KG,KG,VCP,BR,VCP,HKG,HK,HKG,93,68,116
8,2015,3,17,CNTRL,PRG,1,5589,1,KG,KG,SJU,US,SJU,PRG,CZ,PRG,28,12,39
8,2015,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,32,47
8,2015,3,18,CNTRL,CKG,4,94KZ,1,KG,KG,YHZ,CA,YHZ,CKG,CN,CKG,7,33,51
8,2015,3,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,26,49
8,2015,3,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,52
8,2015,3,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,46,60
8,2015,3,18,CNTRL,CKG,17,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,3,18,CNTRL,CKG,17,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,47,60
8,2015,3,18,CNTRL,CKG,19,94KZ,6,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,3,18,CNTRL,CKG,1951,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2015,3,18,CNTRL,CKG,1951,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,92,120
8,2015,3,18,CNTRL,CKG,1951,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,100,118,120
8,2015,3,18,CNTRL,CKG,2646,94KZ,200,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2015,3,18,CNTRL,KUB,4,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2015,3,18,CNTRL,KUB,4,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,14,25,42
8,2015,3,18,CNTRL,KUB,6,94KZ,1,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,8,35,61
8,2015,3,18,CNTRL,SHA,3,94KZ,1,KG,KG,YYZ,CA,YYZ,SHA,CN,SHA,50,40,100
8,2015,4,5,CNTRL,AMS,4151,GT36,33,KG,KG,SDF,US,SDF,AMS,NL,AMS,100,156,120
8,2015,4,5,CNTRL,SIN,1,9949,1,KG,KG,AMS,NL,AMS,SIN,SG,SIN,20,31,20
8,2015,4,5,CNTRL,SIN,1,9949,1,KG,KG,AMS,NL,AMS,SIN,SG,SIN,21,32,21
8,2015,4,7,CNTRL,SHA,10,5553,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,46,61
8,2015,4,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14
8,2015,4,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5
8,2015,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47
8,2015,4,18,CNTRL,CKG,12,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,4,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,47,60
8,2015,4,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,60,46,100
8,2015,4,18,CNTRL,CKG,17637,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2015,4,18,CNTRL,CKG,17637,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,100,121,120
8,2015,5,3,CNTRL,PHL,14114,ECN,27,LB,KG,BRU,BE,BRU,PHL,US,PHL,42,51,48.5
8,2015,5,3,CNTRL,PHL,18514,ECN,36,LB,KG,BRU,BE,BRU,PHL,US,PHL,42,51,48.5
8,2015,5,5,CNTRL,SHE,92,ECN,2,KG,KG,MAA,IN,MAA,SHE,CN,SHE,24,21,35
8,2015,5,5,CNTRL,SHE,92,ECN,2,KG,KG,MAA,IN,MAA,SHE,CN,SHE,72,130,104
8,2015,5,17,CNTRL,HOU,2,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,1,14
8,2015,5,18,CNTRL,CKG,4,94KZ,1,KG,KG,YHZ,CA,YHZ,CKG,CN,CKG,7,33,51
8,2015,5,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,52
8,2015,5,18,CNTRL,CKG,14,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,47,60
8,2015,5,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,46,60
8,2015,5,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,20,27,30
8,2015,6,5,CNTRL,HKG,1968,ECN,9,KG,KG,ONT,US,ONT,HKG,HK,HKG,101,106,121
8,2015,6,5,CNTRL,SHE,3000,GT36,5,KG,KG,PEK,CN,PEK,SHE,CN,SHE,40,30,50
8,2015,6,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,32,52
8,2015,6,18,CNTRL,CKG,14,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,50,47,60
8,2015,6,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,6,18,CNTRL,CKG,34,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,6,18,CNTRL,KUB,3638,94KZ,250,LB,KG,RDU,US,RDU,KUB,CN,KUB,50,43,60
8,2015,6,18,CNTRL,KUB,3638,94KZ,250,LB,KG,RDU,US,RDU,KUB,CN,KUB,100,105,120
8,2015,7,5,CNTRL,AMS,3149,GT36,36,KG,KG,SIN,SG,SIN,AMS,NL,AMS,66,124,96
8,2015,7,5,CNTRL,SHE,3000,GT36,5,KG,KG,PEK,CN,PEK,SHE,CN,SHE,40,30,50
8,2015,7,7,CNTRL,SAN,331,MS,1,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2015,7,7,CNTRL,SAN,992,MS,3,LB,LB,SEA,US,SEA,SAN,US,SAN,37,26,38
8,2015,7,17,CNTRL,HOU,20,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2015,7,17,CNTRL,PRG,1,5589,1,KG,KG,SJU,US,SJU,PRG,CZ,PRG,28,11,39
8,2015,7,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
8,2015,7,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47
8,2015,7,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,7,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
8,2015,7,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,7,18,CNTRL,CKG,142,94KZ,50,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2015,7,18,CNTRL,CKG,500,94KZ,250,KG,KG,LAS,US,LAS,CKG,CN,CKG,1,1,1
8,2015,7,18,CNTRL,CKG,500,94KZ,250,KG,KG,LAS,US,LAS,CKG,CN,CKG,100,118,120
8,2015,7,18,CNTRL,KUB,11,94KZ,2,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2015,8,3,CNTRL,ONT,2,MS,1,LB,,MIA,US,MIA,ONT,US,ONT,9,1,12
8,2015,8,5,CNTRL,EWR,141096,OFN,16,LB,,RTM,NL,AMS,EWR,US,POU,0,0,0
8,2015,8,5,CNTRL,HKG,1801,ECN,8,KG,KG,JNB,ZA,JNB,HKG,HK,HKG,80,110,120
8,2015,8,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,26,20,31
8,2015,8,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
8,2015,8,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,46
8,2015,8,18,CNTRL,CKG,20,94KZ,6,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
8,2015,8,18,CNTRL,KUB,61,94KZ,20,KG,KG,RIC,US,RIC,KUB,CN,KUB,1,1,1
8,2015,9,3,CNTRL,STL,13605,ECN,41,LB,KG,BRU,BE,BRU,STL,US,STL,40,24,48
8,2015,9,3,CNTRL,STL,13605,ECN,41,LB,KG,BRU,BE,BRU,STL,US,STL,40,42,48
8,2015,9,7,CNTRL,YYZ,9,MS,1,LB,LB,MDT,US,MDT,YYZ,CA,YYZ,10,8,12
8,2015,9,17,CNTRL,HOU,9,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
8,2015,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,26,49
8,2015,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,12,29,43
8,2015,9,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,47
8,2015,9,18,CNTRL,CKG,32,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,9,18,CNTRL,CKG,39,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,9,18,CNTRL,CKG,61,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2015,9,18,CNTRL,CKG,61,94KZ,20,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,10,4,CNTRL,PAR,10925,OFN,63,KG,NULL,SIN,SG,SIN,PAR,FR,PAR,0,0,0
8,2015,10,7,CNTRL,SEA,243,MS,1,LB,LB,MSP,US,MSP,SEA,US,SEA,40,28,24
8,2015,10,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51
8,2015,10,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,10,18,CNTRL,CKG,61,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2015,11,17,CNTRL,HOU,2,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,1,14
8,2015,11,17,CNTRL,SFO,11,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
8,2015,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YVR,CA,YVR,CKG,CN,CKG,7,32,52
8,2015,11,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,22,32,52
8,2015,11,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2015,11,18,CNTRL,CKG,18,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,11,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2015,12,7,CNTRL,PHX,4,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10
8,2015,12,17,CNTRL,HOU,18,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2015,12,18,CNTRL,CKG,3,94KZ,1,KG,KG,YOW,CA,YOW,CKG,CN,CKG,7,32,47
8,2015,12,18,CNTRL,CKG,11,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,12,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2015,12,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
8,2015,12,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,12,18,CNTRL,CKG,30,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2015,12,18,CNTRL,CKG,30,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,52,46,77
8,2015,12,18,CNTRL,CKG,49,94KZ,15,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2015,12,18,CNTRL,CKG,53,94KZ,20,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2015,12,18,CNTRL,CKG,59,94KZ,20,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2016,1,4,CNTRL,RTM,12812,OFN,84,KG,,SIN,SG,SIN,RTM,NL,AMS,0,0,0
8,2016,1,7,CNTRL,PHX,86,5553,3,LB,KG,VCP,BR,VCP,PHX,US,PHX,14,11,20
8,2016,1,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,55
8,2016,1,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47
8,2016,1,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,55
8,2016,1,18,CNTRL,CKG,13,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,1,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,2,17,CNTRL,HOU,4,MS,1,LB,LB,YVR,CA,YVR,HOU,US,HOU,12,12,14
8,2016,2,17,CNTRL,HOU,31,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24
8,2016,2,17,CNTRL,SFO,4,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5
8,2016,2,18,CNTRL,CKG,8,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,2,18,CNTRL,CKG,13,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
8,2016,2,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2016,2,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,2,18,CNTRL,CKG,35,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,2,18,CNTRL,CKG,52,94KZ,15,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,2,18,CNTRL,CKG,52,94KZ,15,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,100,44,120
8,2016,2,18,CNTRL,HKG,1,62GQ,1,KG,KG,YYZ,CA,YYZ,HKG,HK,HKG,21,27,30
8,2016,3,3,CNTRL,HKG,1930,ECN,10,KG,KG,MEX,MX,MEX,HKG,HK,HKG,104,115,120
8,2016,3,7,CNTRL,SHA,15030,OFN,32,KG,,TYO,JP,TYO,SHA,CN,SHA,0,0,0
8,2016,3,9,CNTRL,DLC,9974,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0
8,2016,3,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2016,3,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14
8,2016,3,18,CNTRL,CKG,6,94KZ,2,KG,KG,YVR,CA,YVR,CKG,CN,CKG,1,1,1
8,2016,3,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47
8,2016,3,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,47,77
8,2016,3,18,CNTRL,CKG,24,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,3,18,CNTRL,CKG,24,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2016,3,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,52,46,77
8,2016,3,18,CNTRL,CKG,33,94KZ,10,KG,KG,ORD,US,ORD,CKG,CN,CKG,1,1,1
8,2016,3,18,CNTRL,CKG,36,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,3,18,CNTRL,CKG,19842,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1
8,2016,3,18,CNTRL,CKG,19842,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,100,121,120
8,2016,3,18,CNTRL,KUB,49,94KZ,10,KG,KG,YYZ,CA,YYZ,KUB,CN,KUB,1,1,1
8,2016,4,7,CNTRL,SEA,320,MS,1,LB,LB,MSP,US,MSP,SEA,US,SEA,40,36,24
8,2016,4,17,CNTRL,HOU,3,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,16,12,20
8,2016,4,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18
8,2016,4,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2016,4,17,CNTRL,HOU,12,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,24,20,32
8,2016,4,17,CNTRL,HOU,13,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,24,20,32
8,2016,4,17,CNTRL,SFO,9,MS,2,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5
8,2016,4,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,4,18,CNTRL,CKG,4,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47
8,2016,4,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,4,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,4,18,CNTRL,CKG,146,94KZ,10,LB,KG,POU,US,POU,CKG,CN,CKG,1,1,1
8,2016,5,9,CNTRL,BOS,1,OFN,1,KG,,GLA,GB,MAN,BOS,US,BOS,0,0,0
8,2016,5,17,CNTRL,ELP,55,MS,2,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,3,3,3
8,2016,5,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2016,5,17,CNTRL,HOU,3,MS,1,KG,LB,YVR,CA,YVR,HOU,US,HOU,16,12,20
8,2016,5,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20
8,2016,5,17,CNTRL,HOU,5,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,20,14,24
8,2016,5,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,12,32,36
8,2016,5,18,CNTRL,CKG,9,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
8,2016,5,18,CNTRL,CKG,11,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,37,32,47
8,2016,5,18,CNTRL,CKG,13,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,37,32,47
8,2016,5,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1
