Dimension,ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG,commoditycode,PieceCt,ActualWeightUOM,RatedWeightUOM,DestSvcCenter,destSvcCenterCountry,DestTariffPt,OriginSvcCenter,OriginSvcCenterCountry,originTariffPt,ds,qwe,ewsdf,CustomStdlnrUOM,CustomStdWidth,CustomStdHeight,CustomStdHeight
5161.92516,24,2015,11,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,24,2015,11,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,24,2016,1,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,24,2016,2,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
0,24,2016,3,9,CNTRL,DLC,9974,OFN,40,KG,,LAX,US,ONT,DLC,CN,DLC,0,0,0,CM,0,0,0
62926.32576,24,2016,5,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
10528,24,2016,8,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
5161.92516,24,2016,12,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
27759.68642,24,2017,3,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
65187.74059,24,2017,3,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
6194.310192,24,2017,6,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,7,6,9,IN,17.78,15.24,22.86
4424.50728,24,2017,6,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,9,3,10,IN,22.86,7.62,25.4
1,24,2017,6,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,24,2017,6,18,CNTRL,CKG,12,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,24,2017,6,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,24,2017,8,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
10710,24,2017,10,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45,CM,7,34,45
1,24,2017,11,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27759.68642,24,2017,12,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
13728,25,2014,8,18,CNTRL,SHA,3,94KZ,1,KG,KG,YYZ,CA,YYZ,SHA,CN,SHA,33,8,52,CM,33,8,52
5161.92516,25,2014,10,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
33036.32102,25,2015,3,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
10904,25,2015,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,8,29,47,CM,8,29,47
11648,25,2015,4,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
1,25,2015,7,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
24960,25,2015,11,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
1,25,2015,11,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
12705,25,2015,12,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,55,CM,7,33,55
10528,25,2016,1,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
10528,25,2016,3,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
1,25,2016,3,18,CNTRL,CKG,15,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
62926.32576,25,2016,4,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
1,25,2016,4,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,25,2016,6,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
62926.32576,25,2016,7,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,16,12,20,IN,40.64,30.48,50.8
65187.74059,25,2016,8,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
1,25,2016,10,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,25,2016,10,18,CNTRL,NKG,337,94KZ,16,KG,KG,ONT,US,ONT,NKG,CN,WUH,1,1,1,CM,1,1,1
1558287,25,2016,10,18,CNTRL,NKG,337,94KZ,16,KG,KG,ONT,US,ONT,NKG,CN,WUH,103,123,123,CM,103,123,123
27759.68642,25,2017,2,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
65187.74059,25,2017,5,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
25236.07856,25,2017,9,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
11424,25,2017,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,48,CM,7,34,48
25236.07856,25,2017,10,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
27759.68642,25,2017,10,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
65187.74059,25,2017,12,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
1,25,2017,12,18,CNTRL,CKG,16,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27759.68642,25,2018,2,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
10710,25,2018,2,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45,CM,7,34,45
1,25,2018,2,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
22620,26,2014,10,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,29,52,CM,15,29,52
1,26,2015,1,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,26,2015,1,18,CNTRL,CKG,17637,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,1,1,1,CM,1,1,1
1452000,26,2015,1,18,CNTRL,CKG,17637,94KZ,800,LB,KG,IND,US,IND,CKG,CN,CKG,100,121,120,CM,100,121,120
33036.32102,26,2015,5,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
33036.32102,26,2015,10,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
1,26,2015,10,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,26,2016,2,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
12705,26,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,55,CM,7,33,55
11781,26,2016,2,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
25245,26,2016,3,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,33,51,CM,15,33,51
0,26,2016,5,9,CNTRL,DLC,10860,OFN,40,KG,,LAX,US,LAX,DLC,CN,DLC,0,0,0,CM,0,0,0
1,26,2016,5,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,26,2016,5,18,CNTRL,CKG,10,94KZ,4,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
11781,26,2016,7,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
10528,26,2016,8,18,CNTRL,CKG,3,5589,1,KG,KG,BOG,CO,BOG,CKG,CN,CKG,7,32,47,CM,7,32,47
15500,26,2016,9,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,31,CM,25,20,31
22560,26,2016,9,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
5161.92516,26,2016,11,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
33792,26,2017,2,5,CNTRL,SHA,3,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
2753.026752,26,2017,3,17,CNTRL,HOU,1,MS,1,KG,LB,YOW,CA,YOW,HOU,US,HOU,12,1,14,IN,30.48,2.54,35.56
1,27,2014,9,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,27,2014,12,18,CNTRL,CKG,135,94KZ,24,KG,KG,DFW,US,DFW,CKG,CN,CKG,1,1,1,CM,1,1,1
1380000,27,2014,12,18,CNTRL,CKG,135,94KZ,24,KG,KG,DFW,US,DFW,CKG,CN,CKG,100,115,120,CM,100,115,120
5161.92516,27,2015,11,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,27,2015,12,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
5161.92516,27,2016,1,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,27,2016,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
22560,27,2016,6,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
1,27,2016,7,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
65187.74059,27,2016,8,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
11781,27,2016,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
15000,27,2017,1,7,CNTRL,YYZ,9,MS,1,LB,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,30,CM,25,20,30
10528,27,2017,1,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
1,27,2017,3,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
21420,27,2017,11,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,14,34,45,CM,14,34,45
1,27,2018,1,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,28,2014,9,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
10710,28,2014,10,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,30,51,CM,7,30,51
10528,28,2015,1,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
1,28,2015,3,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
10528,28,2015,4,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
5161.92516,28,2015,8,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11648,28,2015,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
10528,28,2015,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
33036.32102,28,2016,1,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
11781,28,2016,1,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
8193.532,28,2016,4,7,CNTRL,PHX,4,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10,IN,25.4,12.7,25.4
5161.92516,28,2016,4,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,28,2016,6,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11781,28,2016,9,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
11781,28,2016,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
22560,28,2016,10,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
15500,28,2016,11,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,31,CM,25,20,31
10528,28,2016,11,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
27759.68642,28,2016,12,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
25236.07856,28,2017,7,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
1,28,2017,9,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
10710,28,2017,11,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,45,CM,7,34,45
1,28,2017,12,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
5161.92516,29,2014,10,17,CNTRL,SFO,7,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
12936,29,2015,5,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,56,CM,7,33,56
24960,29,2015,5,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
11648,29,2016,2,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
12705,29,2016,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,55,CM,7,33,55
5161.92516,29,2016,5,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11781,29,2016,8,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
10710,30,2014,9,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,30,51,CM,7,30,51
5161.92516,30,2015,1,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
33036.32102,30,2015,6,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
11648,30,2015,11,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
11781,30,2015,12,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
1,30,2016,3,18,CNTRL,CKG,14,94KZ,5,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
65187.74059,30,2017,1,17,CNTRL,HOU,3,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
11781,30,2017,3,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
1,30,2017,3,18,CNTRL,CKG,25,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
7079.211648,30,2017,6,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,8,6,9,IN,20.32,15.24,22.86
1,30,2017,7,18,CNTRL,CKG,7,94KZ,3,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27759.68642,30,2017,11,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
1,31,2015,3,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,31,2015,10,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
15500,31,2015,12,7,CNTRL,YYZ,2,MS,1,KG,LB,MDT,US,MDT,YYZ,CA,YYZ,25,20,31,CM,25,20,31
10528,31,2015,12,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
1,31,2016,6,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
27759.68642,31,2017,1,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
25236.07856,31,2017,6,17,CNTRL,HOU,2,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
11424,31,2017,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,34,48,CM,7,34,48
1,31,2017,10,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
33036.32102,32,2014,9,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
5161.92516,32,2014,10,17,CNTRL,SFO,2,MS,1,LB,LB,YYC,CA,YYC,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,32,2014,11,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
24960,32,2015,2,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,52,CM,15,32,52
1,32,2015,4,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
5161.92516,32,2015,6,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
11781,32,2015,7,18,CNTRL,CKG,4,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
11648,32,2015,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
33036.32102,32,2015,11,17,CNTRL,HOU,4,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
33036.32102,32,2015,11,17,CNTRL,HOU,7,MS,1,LB,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
11648,32,2015,12,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
65187.74059,32,2016,12,17,CNTRL,HOU,4,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,17,13,18,IN,43.18,33.02,45.72
1,32,2017,3,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
1,32,2017,3,18,CNTRL,CKG,31,94KZ,10,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
10528,32,2017,5,18,CNTRL,CKG,2,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,47,CM,7,32,47
25236.07856,32,2017,8,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
5161.92516,33,2014,10,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
5161.92516,33,2015,1,17,CNTRL,SFO,4,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
1,33,2015,1,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
11648,33,2015,8,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
1,33,2015,8,18,CNTRL,CKG,6,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
22560,33,2016,8,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,15,32,47,CM,15,32,47
27759.68642,33,2016,9,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
11781,33,2017,3,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
7079.211648,33,2017,5,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,8,6,9,IN,20.32,15.24,22.86
33792,33,2017,8,5,CNTRL,SHA,4,ECN,1,KG,KG,SEA,US,SEA,SHA,CN,SHA,44,12,64,CM,44,12,64
9541,34,2014,10,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,29,47,CM,7,29,47
1,34,2014,12,18,CNTRL,CKG,7,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
6194.310192,34,2015,6,17,CNTRL,SFO,2,MS,1,LB,LB,YYZ,CA,YYZ,SFO,US,SFO,7,6,9,IN,17.78,15.24,22.86
11648,34,2015,7,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,32,52,CM,7,32,52
8193.532,34,2016,5,7,CNTRL,PHX,4,5553,1,LB,KG,PRG,CZ,PRG,PHX,US,PHX,10,5,10,IN,25.4,12.7,25.4
33036.32102,34,2016,6,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,12,12,14,IN,30.48,30.48,35.56
1,34,2016,6,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
5161.92516,34,2016,10,17,CNTRL,SFO,2,MS,1,LB,LB,YVR,CA,YVR,SFO,US,SFO,7,9,5,IN,17.78,22.86,12.7
6194.310192,34,2017,5,17,CNTRL,ELP,2,MS,1,LB,LB,YYZ,CA,YYZ,ELP,US,ELP,7,6,9,IN,17.78,15.24,22.86
25236.07856,34,2017,5,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,10,14,IN,27.94,25.4,35.56
11781,34,2017,7,18,CNTRL,CKG,3,94KZ,1,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,7,33,51,CM,7,33,51
27759.68642,34,2017,11,17,CNTRL,HOU,1,MS,1,KG,LB,YYZ,CA,YYZ,HOU,US,HOU,11,11,14,IN,27.94,27.94,35.56
1,34,2018,1,18,CNTRL,CKG,5,94KZ,2,KG,KG,YYZ,CA,YYZ,CKG,CN,CKG,1,1,1,CM,1,1,1
