ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG
29,2016,9,18,CNTRL,CKG,63
9,2015,11,18,CNTRL,CKG,63
31,2016,3,18,CNTRL,CKG,58
25,2014,9,18,CNTRL,CKG,34
14,2017,1,17,CNTRL,HOU,25
24,2015,6,18,CNTRL,CKG,87
8,2014,10,7,CNTRL,SAN,2513
7,2015,3,7,CNTRL,SIN,19
45,2016,5,17,CNTRL,ELP,2
20,2015,6,3,CNTRL,STL,13605
8,2017,7,18,CNTRL,KUB,5
8,2017,10,7,CNTRL,PHX,7
10,2015,1,18,CNTRL,CKG,30
42,2015,2,17,CNTRL,HOU,4
7,2016,6,17,CNTRL,ELP,112
8,2017,5,18,CNTRL,KUB,30
40,2016,3,7,CNTRL,YYZ,2
10,2017,2,18,CNTRL,CKG,14
7,2016,5,18,CNTRL,CKG,418
12,2017,3,7,CNTRL,MKC,11
51,2017,7,18,CNTRL,CKG,46
14,2017,1,18,CNTRL,CKG,73
53,2017,6,17,CNTRL,HOU,3
19,2018,2,18,CNTRL,CKG,52
7,2016,10,17,CNTRL,ELP,223
40,2018,1,18,CNTRL,CKG,45
10,2014,10,18,CNTRL,CKG,126
14,2016,6,17,CNTRL,HOU,10
13,2015,11,18,CNTRL,CKG,80
14,2017,2,5,CNTRL,SIN,3
8,2015,9,7,CNTRL,SAN,661
8,2015,6,17,CNTRL,HOU,57
9,2018,1,8,CNTRL,ORD,154
7,2016,11,7,CNTRL,TPA,90
10,2016,6,18,CNTRL,CKG,99
7,2017,6,5,CNTRL,SDF,7
40,2014,10,17,CNTRL,HOU,2
7,2015,10,5,CNTRL,AMS,4
7,2015,8,5,CNTRL,SHE,90
7,2015,1,8,CNTRL,ORD,159
12,2016,5,5,CNTRL,SIN,2
16,2014,11,5,CNTRL,SHE,1700
13,2015,12,17,CNTRL,HOU,26
8,2016,12,17,CNTRL,ELP,187
19,2014,9,7,CNTRL,SAN,661
19,2016,12,18,CNTRL,CKG,58
7,2015,7,9,CNTRL,EWR,8695
8,2017,5,5,CNTRL,SDF,573
7,2016,8,17,CNTRL,ELP,267
14,2016,1,17,CNTRL,HOU,26
7,2017,2,17,CNTRL,ELP,256
30,2017,1,18,CNTRL,CKG,39
9,2016,5,18,CNTRL,CKG,233
9,2014,12,18,CNTRL,CKG,137
8,2016,3,5,CNTRL,SIN,2
16,2017,4,18,CNTRL,CKG,89
31,2017,8,18,CNTRL,CKG,67
21,2016,6,18,CNTRL,CKG,72
7,2017,7,7,CNTRL,TPE,1
7,2016,1,17,CNTRL,SFO,9
17,2015,2,17,CNTRL,HOU,22
28,2018,1,5,CNTRL,SHA,12
11,2017,4,17,CNTRL,SIN,1
28,2017,1,17,CNTRL,HOU,7
11,2017,1,17,CNTRL,HOU,30
16,2017,5,17,CNTRL,HOU,7
27,2016,12,18,CNTRL,CKG,59
64,2014,11,17,CNTRL,SFO,2
50,2015,4,17,CNTRL,HOU,2
7,2016,2,18,CNTRL,CKG,121
12,2017,1,17,CNTRL,ELP,335
7,2014,8,5,CNTRL,SDF,4
7,2015,7,5,CNTRL,SIN,4
7,2016,12,5,CNTRL,SIN,6
19,2016,5,5,CNTRL,SIN,1
7,2014,9,7,CNTRL,PEN,3
8,2016,11,8,CNTRL,ORD,159
10,2017,8,5,CNTRL,SHA,9
14,2018,2,18,CNTRL,CKG,16
38,2017,7,18,CNTRL,CKG,2
7,2015,5,3,CNTRL,ONT,2
13,2014,11,17,CNTRL,HOU,11
7,2014,12,5,CNTRL,SDF,13
11,2016,8,3,CNTRL,ONT,11
7,2015,7,8,CNTRL,ORD,2
10,2016,11,17,CNTRL,ELP,84
9,2017,11,18,CNTRL,CKG,194
7,2015,5,18,CNTRL,CKG,149
18,2016,10,18,CNTRL,CKG,53
10,2017,11,5,CNTRL,SIN,3
12,2016,3,5,CNTRL,SDF,606
85,2015,5,17,CNTRL,SFO,2
8,2016,12,18,CNTRL,HKG,4
33,2014,10,3,CNTRL,ONT,4
10,2015,10,7,CNTRL,SIN,3
10,2016,5,18,CNTRL,KUB,45
9,2017,10,17,CNTRL,HOU,11
7,2016,4,5,CNTRL,SIN,3
8,2016,8,7,CNTRL,TPE,4
9,2014,10,17,CNTRL,HOU,93
11,2015,1,17,CNTRL,HOU,33
41,2015,3,18,CNTRL,CKG,39
7,2016,3,9,CNTRL,SEL,10051
16,2015,8,18,CNTRL,CKG,11
56,2016,6,18,CNTRL,CKG,34
7,2015,1,4,CNTRL,TSN,1
10,2017,3,17,CNTRL,HOU,8
9,2016,1,17,CNTRL,HOU,1
25,2016,2,18,CNTRL,CKG,59
75,2018,1,18,CNTRL,CKG,31
13,2017,9,18,CNTRL,KUB,40
7,2017,12,18,CNTRL,KUB,34
9,2016,10,17,CNTRL,HOU,24
10,2017,6,17,CNTRL,ELP,192
38,2017,11,18,CNTRL,CKG,43
17,2016,2,5,CNTRL,SIN,2
15,2014,12,7,CNTRL,PEN,2
21,2015,8,5,CNTRL,SDF,496
8,2015,11,18,CNTRL,KUB,32
25,2014,10,17,CNTRL,HOU,33
10,2014,11,17,CNTRL,SFO,18
9,2015,8,5,CNTRL,AMS,4
40,2017,7,17,CNTRL,HOU,4
7,2017,8,17,CNTRL,ELP,40
8,2016,4,3,CNTRL,ONT,35
13,2015,10,18,CNTRL,KUB,6
8,2015,4,8,CNTRL,ORD,220
12,2014,10,5,CNTRL,AMS,5
7,2017,8,18,CNTRL,KUB,54
9,2016,1,5,CNTRL,SHE,200
11,2017,3,18,CNTRL,KUB,45
8,2017,1,8,CNTRL,SLC,44
10,2016,6,18,CNTRL,CKG,104
7,2015,5,18,CNTRL,CKG,112
8,2017,3,18,CNTRL,CKG,243
81,2017,6,18,CNTRL,CKG,26
14,2015,1,18,CNTRL,KUB,29
7,2017,3,18,CNTRL,CKG,220
51,2016,11,18,CNTRL,CKG,2
7,2016,1,18,CNTRL,CKG,125
7,2014,9,17,CNTRL,HOU,276
18,2014,11,5,CNTRL,AMS,2
7,2017,8,18,CNTRL,CKG,136
21,2015,4,17,CNTRL,HOU,24
20,2015,12,18,CNTRL,KUB,50
8,2015,8,17,CNTRL,HOU,79
7,2015,9,4,CNTRL,MTY,10650
9,2014,12,7,CNTRL,SAN,992
8,2015,5,18,CNTRL,KUB,29
8,2018,2,5,CNTRL,CLT,7
8,2017,3,17,CNTRL,ELP,154
14,2015,11,5,CNTRL,SIN,2
41,2016,4,18,CNTRL,CKG,27
8,2016,12,18,CNTRL,CKG,153
7,2017,2,18,CNTRL,CKG,154
10,2017,2,17,CNTRL,HOU,11
15,2016,2,17,CNTRL,HOU,20
9,2015,6,7,CNTRL,SAN,728
14,2017,1,17,CNTRL,ELP,68
8,2016,6,17,CNTRL,ELP,46
12,2017,2,7,CNTRL,YYZ,2
8,2014,11,5,CNTRL,SIN,2
7,2016,10,17,CNTRL,HOU,18
7,2016,2,8,CNTRL,ORD,165
8,2017,6,5,CNTRL,SDF,4
41,2017,6,17,CNTRL,HOU,4
11,2015,2,7,CNTRL,TPA,55
21,2016,10,17,CNTRL,ELP,2
12,2014,12,18,CNTRL,CKG,99
9,2014,10,5,CNTRL,AMS,37
8,2018,2,5,CNTRL,SDF,2
25,2016,10,5,CNTRL,SHA,3
9,2015,3,18,CNTRL,CKG,287
17,2016,11,18,CNTRL,CKG,69
27,2016,12,17,CNTRL,HOU,7
8,2014,9,17,CNTRL,HOU,49
7,2015,4,7,CNTRL,TPE,1
9,2015,6,18,CNTRL,CKG,161
13,2016,1,17,CNTRL,HOU,33
7,2016,8,17,CNTRL,ELP,185
7,2017,11,17,CNTRL,SIN,37
7,2016,10,17,CNTRL,BUD,2
7,2014,9,5,CNTRL,AMS,57
16,2018,1,18,CNTRL,CKG,22
8,2014,9,17,CNTRL,HKG,2
22,2017,10,17,CNTRL,HOU,6
18,2015,3,18,CNTRL,CKG,82
7,2015,7,5,CNTRL,AMS,5
11,2016,12,5,CNTRL,SDF,728
11,2016,1,9,CNTRL,BOS,3234
10,2014,10,17,CNTRL,HOU,5
7,2016,4,5,CNTRL,AMS,8
7,2016,7,17,CNTRL,HOU,24
10,2015,1,18,CNTRL,CKG,111
7,2018,2,18,CNTRL,CKG,163
7,2014,9,3,CNTRL,ATL,4
7,2017,7,18,CNTRL,CKG,203
16,2017,7,17,CNTRL,HOU,12
14,2014,10,17,CNTRL,HOU,24
18,2017,6,17,CNTRL,ELP,35
7,2016,12,17,CNTRL,ELP,18
7,2017,7,17,CNTRL,ELP,282
26,2015,5,17,CNTRL,HOU,7
16,2014,10,17,CNTRL,HOU,26
7,2018,1,18,CNTRL,CKG,149
49,2016,6,17,CNTRL,HOU,4
14,2014,10,17,CNTRL,PRG,1
10,2015,5,17,CNTRL,HOU,35
12,2014,12,17,CNTRL,HOU,57
63,2017,12,18,CNTRL,CKG,30
15,2017,1,18,CNTRL,CKG,64
7,2016,8,17,CNTRL,HOU,16
39,2017,3,17,CNTRL,HOU,4
54,2018,1,18,CNTRL,CKG,33
9,2015,7,18,CNTRL,CKG,57
18,2015,6,18,CNTRL,CKG,43
14,2016,2,7,CNTRL,YYZ,2
8,2016,1,17,CNTRL,HOU,35
7,2016,1,5,CNTRL,SIN,1
7,2018,1,18,CNTRL,CKG,252
10,2017,12,18,CNTRL,KUB,42
30,2015,9,18,CNTRL,CKG,74
8,2017,11,7,CNTRL,YYZ,6
15,2018,1,7,CNTRL,PEN,1
14,2016,12,18,CNTRL,CKG,87
7,2017,8,8,CNTRL,ORD,152
20,2016,12,17,CNTRL,ELP,13
11,2015,8,18,CNTRL,KUB,67
8,2016,5,9,CNTRL,BOS,1
16,2015,2,5,CNTRL,SFO,110
12,2017,6,18,CNTRL,CKG,162
12,2017,9,17,CNTRL,ELP,35
7,2015,1,7,CNTRL,SBN,154
9,2014,9,18,CNTRL,CKG,97
9,2017,2,17,CNTRL,ELP,168
23,2016,10,17,CNTRL,ELP,53
32,2017,7,18,CNTRL,CKG,73
18,2016,12,18,CNTRL,CKG,65
8,2016,10,7,CNTRL,PEN,1
13,2016,8,18,CNTRL,CKG,99
13,2015,9,7,CNTRL,YYZ,7
7,2015,10,7,CNTRL,TPE,12
10,2017,2,18,CNTRL,KUB,1386
7,2016,8,5,CNTRL,SDF,4
9,2014,9,18,CNTRL,CKG,210
7,2017,7,17,CNTRL,ELP,51
19,2014,9,18,CNTRL,KUB,10
8,2014,11,18,CNTRL,CKG,123
10,2017,11,18,CNTRL,CKG,145
7,2017,1,17,CNTRL,ELP,152
7,2017,8,5,CNTRL,KUB,8
7,2015,7,18,CNTRL,CKG,285
7,2015,10,18,CNTRL,HKG,7
10,2016,1,18,CNTRL,CKG,98
20,2017,7,5,CNTRL,SHA,4
8,2014,12,7,CNTRL,TPA,44
8,2017,5,17,CNTRL,ELP,24
11,2015,12,18,CNTRL,CKG,114
11,2017,6,17,CNTRL,ELP,183
15,2017,6,17,CNTRL,ELP,20
7,2017,6,17,CNTRL,ELP,86
17,2015,7,3,CNTRL,STL,13605
11,2017,9,17,CNTRL,HOU,6
8,2016,6,7,CNTRL,YYZ,26
35,2016,12,18,CNTRL,CKG,50
9,2014,8,7,CNTRL,PEN,1
8,2016,12,17,CNTRL,ELP,123
39,2015,2,17,CNTRL,HOU,9
9,2015,3,5,CNTRL,AMS,5
11,2017,5,17,CNTRL,HOU,8
15,2016,10,18,CNTRL,CKG,67
7,2015,6,18,CNTRL,CKG,375
13,2016,12,18,CNTRL,CKG,127
18,2015,3,18,CNTRL,CKG,26
8,2017,7,17,CNTRL,HOU,19
16,2017,7,18,CNTRL,CKG,20
10,2016,9,17,CNTRL,HOU,8
7,2016,7,18,CNTRL,CKG,142
7,2017,3,17,CNTRL,ELP,22
14,2016,7,17,CNTRL,ELP,75
11,2016,11,17,CNTRL,ELP,183
53,2017,8,17,CNTRL,HOU,4
12,2017,4,18,CNTRL,CKG,11
15,2014,9,5,CNTRL,AMS,3
7,2015,9,17,CNTRL,HOU,123
8,2016,11,17,CNTRL,ELP,192
8,2015,7,18,CNTRL,HKG,34
9,2016,11,18,CNTRL,CKG,295
44,2017,3,18,CNTRL,CKG,15
9,2016,11,7,CNTRL,PEN,3
7,2016,1,18,CNTRL,CKG,114
8,2015,8,8,CNTRL,ORD,194
42,2017,12,18,CNTRL,CKG,33
33,2017,4,18,CNTRL,HKG,2
9,2015,2,18,CNTRL,CKG,30
13,2014,10,18,CNTRL,KUB,74
17,2016,12,17,CNTRL,ELP,4
7,2014,8,7,CNTRL,SAN,794
10,2016,1,18,CNTRL,CKG,86
9,2015,7,18,CNTRL,CKG,573
14,2015,9,18,CNTRL,CKG,71
55,2016,6,18,CNTRL,CKG,31
7,2016,4,18,CNTRL,HKG,41
11,2016,7,18,CNTRL,CKG,154
7,2017,10,3,CNTRL,ONT,1
10,2016,3,18,CNTRL,CKG,145
21,2014,11,7,CNTRL,SAN,3351
11,2015,11,18,CNTRL,CKG,116
17,2015,6,5,CNTRL,SIN,1
7,2016,12,3,CNTRL,MEM,4
8,2016,3,17,CNTRL,HOU,14
10,2016,11,18,CNTRL,CKG,113
30,2016,12,18,CNTRL,CKG,72
9,2015,11,18,CNTRL,CKG,104
56,2015,4,17,CNTRL,HOU,7
14,2017,5,17,CNTRL,ELP,55
10,2015,3,7,CNTRL,SAN,606
7,2018,2,18,CNTRL,CKG,187
13,2015,3,7,CNTRL,PHX,106
10,2017,2,5,CNTRL,SHE,130
24,2017,6,18,CNTRL,CKG,9
11,2015,7,5,CNTRL,SDF,595
9,2015,6,18,CNTRL,CKG,222
52,2014,11,17,CNTRL,HOU,4
13,2015,3,5,CNTRL,SIN,1
7,2017,4,18,CNTRL,CKG,91
12,2015,2,17,CNTRL,HOU,33
14,2017,3,17,CNTRL,ELP,179
9,2015,10,3,CNTRL,ONT,9
10,2016,7,17,CNTRL,HOU,14
7,2016,2,18,CNTRL,CKG,100
11,2017,3,18,CNTRL,KUB,57
18,2015,12,5,CNTRL,SDF,496
8,2017,5,17,CNTRL,ELP,37
9,2016,1,7,CNTRL,YYZ,9
16,2015,8,17,CNTRL,HOU,15
21,2016,12,5,CNTRL,SHA,5
7,2017,10,7,CNTRL,PHX,2072
9,2016,6,17,CNTRL,ELP,176
26,2014,9,5,CNTRL,AMS,1
54,2017,8,17,CNTRL,HOU,3
114,2015,9,17,CNTRL,SFO,2
8,2015,10,7,CNTRL,MKC,4
11,2017,1,18,CNTRL,CKG,85
15,2014,10,17,CNTRL,HKG,1
10,2017,10,18,CNTRL,KUB,33
14,2017,7,17,CNTRL,ELP,49
14,2015,3,3,CNTRL,STL,14462
35,2017,4,18,CNTRL,CKG,44
8,2017,4,17,CNTRL,ELP,174
13,2017,3,18,CNTRL,CKG,71
23,2017,10,5,CNTRL,SIN,1
8,2018,1,18,CNTRL,KUB,32
21,2017,9,17,CNTRL,ELP,11
9,2016,7,18,CNTRL,CKG,72
21,2016,1,18,CNTRL,CKG,53
7,2016,12,18,CNTRL,CKG,630
10,2016,1,5,CNTRL,SIN,3
8,2015,2,3,CNTRL,ONT,4
12,2017,8,18,CNTRL,CKG,103
14,2016,10,17,CNTRL,ELP,55
15,2016,5,5,CNTRL,AMS,1
8,2018,1,5,CNTRL,SIN,5
13,2015,9,17,CNTRL,HOU,3
19,2016,5,18,CNTRL,CKG,22
13,2017,8,18,CNTRL,CKG,90
16,2017,2,17,CNTRL,ELP,55
9,2015,1,5,CNTRL,SHE,200
54,2016,5,18,CNTRL,CKG,6
7,2016,5,8,CNTRL,ORD,163
10,2017,6,18,CNTRL,CKG,491
12,2017,4,18,CNTRL,KUB,34
8,2015,5,17,CNTRL,HKG,2
20,2017,6,18,CNTRL,CKG,77
7,2017,12,7,CNTRL,YYZ,1
8,2017,11,17,CNTRL,HOU,13
19,2017,8,5,CNTRL,SIN,3
33,2017,6,17,CNTRL,ELP,13
13,2016,7,18,CNTRL,CKG,71
62,2015,12,18,CNTRL,CKG,37
7,2014,9,5,CNTRL,AMS,75
7,2017,6,17,CNTRL,HOU,13
59,2015,6,17,CNTRL,HOU,7
9,2017,1,17,CNTRL,ELP,192
16,2016,4,18,CNTRL,CKG,78
7,2015,6,18,CNTRL,CKG,128
28,2015,1,17,CNTRL,SFO,7
19,2015,1,18,CNTRL,CKG,88
7,2015,2,7,CNTRL,YYZ,11
46,2014,12,18,CNTRL,CKG,5
66,2017,4,18,CNTRL,CKG,30
72,2017,9,18,CNTRL,CKG,26
10,2015,7,17,CNTRL,CKG,3
8,2016,3,17,CNTRL,HOU,27
7,2016,8,18,CNTRL,CKG,243
8,2016,9,18,CNTRL,KUB,5
7,2017,3,17,CNTRL,ELP,170
52,2016,11,17,CNTRL,HOU,3
41,2017,5,17,CNTRL,ELP,4
29,2017,12,18,CNTRL,CKG,62
257,2017,5,18,CNTRL,CKG,3
10,2015,3,5,CNTRL,SDF,728
9,2016,12,17,CNTRL,HOU,15
12,2014,11,17,CNTRL,HOU,31
14,2017,1,5,CNTRL,SHA,4
16,2016,2,17,CNTRL,HOU,24
7,2015,9,17,CNTRL,HOU,33
42,2017,4,18,CNTRL,CKG,35
16,2015,6,18,CNTRL,CKG,55
7,2015,2,18,CNTRL,CKG,240
10,2016,12,17,CNTRL,ELP,57
8,2017,12,5,CNTRL,SIN,14
10,2015,1,18,CNTRL,CKG,20
9,2017,8,5,CNTRL,SHE,200
12,2016,11,18,CNTRL,KUB,57
7,2017,9,7,CNTRL,ELP,66
8,2015,7,7,CNTRL,SAN,992
24,2015,1,18,CNTRL,CKG,90
13,2016,5,17,CNTRL,SFO,4
19,2017,8,17,CNTRL,HOU,7
13,2016,7,18,CNTRL,CKG,118
50,2016,4,18,CNTRL,CKG,5
17,2017,2,18,CNTRL,CKG,15
7,2017,11,18,CNTRL,KUB,32
12,2017,11,18,CNTRL,CKG,112
7,2015,3,5,CNTRL,AMS,104
22,2017,4,17,CNTRL,HOU,5
29,2017,4,18,CNTRL,CKG,47
9,2014,12,17,CNTRL,HOU,3
17,2017,4,17,CNTRL,ELP,73
31,2016,2,17,CNTRL,HOU,11
10,2017,12,18,CNTRL,CKG,106
16,2015,7,18,CNTRL,CKG,10
12,2017,3,17,CNTRL,ELP,20
7,2015,8,3,CNTRL,ONT,3
48,2015,5,17,CNTRL,HOU,2
9,2015,9,17,CNTRL,HOU,73
12,2016,8,5,CNTRL,SDF,496
37,2017,5,18,CNTRL,CKG,35
69,2017,9,17,CNTRL,ELP,2
25,2017,3,18,CNTRL,CKG,74
8,2016,9,17,CNTRL,HOU,14
16,2015,11,5,CNTRL,AMS,1
7,2016,12,17,CNTRL,HOU,26
8,2015,7,18,CNTRL,ELP,430
7,2016,6,18,CNTRL,HKG,12
13,2016,10,18,CNTRL,CKG,18
8,2017,12,7,CNTRL,SIN,7
8,2015,8,7,CNTRL,MKC,4
7,2015,6,8,CNTRL,ORD,212
8,2014,12,7,CNTRL,SAN,3351
11,2017,4,5,CNTRL,CLT,11
13,2015,4,17,CNTRL,HOU,35
24,2015,3,18,CNTRL,CKG,69
96,2017,9,17,CNTRL,HOU,1
9,2015,9,17,CNTRL,SFO,13
7,2017,1,17,CNTRL,ELP,170
14,2016,6,17,CNTRL,ELP,77
14,2017,12,18,CNTRL,CKG,110
18,2014,9,18,CNTRL,CKG,70
7,2016,5,18,CNTRL,CKG,148
15,2014,8,18,CNTRL,CKG,40
7,2015,6,3,CNTRL,MEM,2
15,2015,7,18,CNTRL,CKG,94
14,2016,2,5,CNTRL,AMS,1
11,2017,3,17,CNTRL,ELP,168
13,2016,7,18,CNTRL,CKG,89
9,2014,9,4,CNTRL,ATL,157
12,2014,10,18,CNTRL,KUB,59
7,2017,1,17,CNTRL,ELP,326
7,2015,11,18,CNTRL,KUB,48
46,2016,10,18,CNTRL,CKG,7
7,2017,4,17,CNTRL,ELP,231
7,2017,9,7,CNTRL,PHX,2138
16,2015,2,18,CNTRL,CKG,37
8,2014,9,7,CNTRL,SAN,606
12,2014,12,17,CNTRL,HOU,154
7,2015,12,3,CNTRL,ONT,49
7,2016,1,7,CNTRL,TSN,68
22,2016,12,17,CNTRL,ELP,2
8,2017,2,18,CNTRL,CKG,137
14,2014,8,18,CNTRL,KUB,68
16,2014,12,17,CNTRL,HOU,26
13,2016,11,18,CNTRL,CKG,125
18,2016,10,18,CNTRL,CKG,21
26,2014,9,17,CNTRL,SFO,7
7,2016,7,7,CNTRL,PEN,1
46,2017,2,17,CNTRL,ELP,7
17,2016,12,17,CNTRL,HOU,10
9,2017,11,18,CNTRL,CKG,174
8,2015,10,17,CNTRL,HOU,66
7,2016,5,3,CNTRL,ONT,24
10,2015,9,5,CNTRL,AMS,4
14,2015,7,18,CNTRL,KUB,67
9,2018,1,5,CNTRL,SHA,6
7,2016,12,17,CNTRL,HOU,29
21,2015,3,17,CNTRL,HOU,24
13,2016,3,9,CNTRL,DLC,9923
7,2018,2,18,CNTRL,CKG,188
12,2015,3,18,CNTRL,CKG,499
7,2017,4,17,CNTRL,ELP,97
12,2014,9,17,CNTRL,HOU,220
10,2015,9,18,CNTRL,CKG,81
7,2015,7,7,CNTRL,YYZ,13
22,2017,10,18,CNTRL,CKG,93
35,2015,3,18,CNTRL,SHA,3
8,2016,8,18,CNTRL,CKG,154
7,2017,3,17,CNTRL,ELP,198
8,2016,11,17,CNTRL,ELP,163
22,2014,10,5,CNTRL,AMS,2
