Diff_Time,Stop_Actual_Sequence_Num,Postal_Code,Street_Num,District_Num
0.017499924,41,32828,675,40
0.036399841,23,55421,2701,56
0.052499771,45,76017,4261,12
0.030599594,16,22801,243,32
0.109199524,37,64055,4201,55
0.083100319,14,20735,8871,33
0.002200127,20,78501,3300,12
0.066100121,47,48067,450,64
0.012200356,29,1915,43,36
0.076999664,26,54304,613,56
0.053600311,25,85743,8260,95
0.050299644,27,30214,141,45
0.027500153,32,64093,303,55
0.012499809,6,91107,3401,92
0.013299942,18,23805,3330,32
0.033599854,27,35968,1906,44
0.013000488,70,10029,165,20
0.019399643,28,24073,636,32
0.037199974,4,40601,101,49
0.274800301,49,19401,44,33
0.019499779,31,31503,2461,45
0.038599968,32,15012,108,32
0.051600456,10,91402,7900,92
0.172200203,20,80128,9956,95
0.005599976,13,19702,724,33
0.004699707,24,44512,7401,64
0.019999504,4,17331,415,32
0.0958004,13,28311,4739,45
0.007200241,12,98188,2616,76
0.045800209,7,10994,4322,20
0.021900177,29,92336,15270,92
0.048600197,34,90010,3183,92
0.010599136,14,15227,4110,32
0.024199486,29,33184,14140,40
0.15530014,45,93010,243,92
0.031599998,51,84041,748,95
0.048399925,27,60618,2929,46
0.071399689,24,93612,785,86
0.063599586,19,44514,1222,64
0.02409935,19,29316,3906,45
0.039099693,54,20109,11664,33
0.005300522,27,95136,185,86
0.039400101,23,46582,2556,49
0.116700172,34,11967,999,20
0.053599358,52,11572,3163,20
0.029099464,29,45069,7680,49
0.05450058,41,38901,1550,44
0.04529953,15,55330,18033,56
0.012000084,17,90064,10800,92
0.112499237,29,33196,16375,40
0.241100311,32,7432,85,20
0.030000687,52,92260,72840,92
0.055600166,16,43920,16280,64
0.020799637,42,89511,13987,86
0.058099747,15,32065,901,40
0.121699333,23,97220,1307,76
0.021199226,33,30643,115,45
0.033100128,36,36303,900,44
0.023599625,30,15061,3942,32
0.07859993,19,8360,3849,33
0.054200172,37,91914,970,92
0.055500031,40,91945,7048,92
0.051099777,12,37660,2626,44
0.067800522,24,1028,428,36
0.210000038,11,77040,5770,12
0.053899765,37,92647,7821,92
0.06139946,41,77065,12416,12
0.053299904,7,92278,1517,92
0.029999733,30,78613,202,12
0.056400299,10,44883,2562,64
0.018300056,9,30605,4375,45
0.071700096,38,60803,3271,46
0.045900345,22,19090,2500,33
0.11950016,20,39157,1060,44
0.047800064,23,27889,560,45
0.041899681,14,24592,3459,32
0.038899422,11,53027,35,56
0.021899223,18,47586,645,49
0.004700661,20,37924,3001,44
0.057700157,18,19055,165,33
0.005599976,35,29730,526,45
0.026400566,26,70501,3211,44
0.119999886,36,92335,16232,92
0.015900612,41,47274,1266,49
0.021900177,8,30038,2929,45
0.055000305,14,29607,101,45
0.040800095,42,37643,1020,44
0.091300011,42,22401,1667,32
0.031399727,21,49080,417,64
0.112500191,39,53217,8171,56
0.011400223,17,78205,849,12
0.061900139,55,19468,1836,33
0.029999733,36,62269,1407,55
0.040800095,36,32738,121,40
0.055000305,20,43567,482,64
0.030299187,18,77565,243,12
0.092000008,28,72501,17,55
0.066599846,28,91786,378,92
0.040300369,12,6489,235,36
0.003900528,30,99336,1321,76
0.106100082,7,92392,14400,92
0.023599625,32,44202,7213,64
0.012800217,35,2339,1207,36
0.010499954,29,37115,2086,44
0.015500069,39,72401,3000,55
0.018899918,28,37841,19850,44
0.010299683,18,75013,816,12
0.096699715,11,7005,308,20
0.270000458,18,7470,1400,20
0.072199821,19,44221,396,64
0.022500038,40,19365,412,33
0.078900337,28,46350,1424,49
0.161399841,27,60056,1026,46
0.045000076,20,90807,4010,92
0.010899544,29,29607,1511,45
0.039699554,14,76308,3201,12
0.071099281,20,85305,9284,95
0.013899803,9,23320,1401,32
0.061400414,51,33990,1631,40
0.066100121,42,15137,1728,32
0.083899498,20,15218,1611,32
0.199999809,17,43055,1381,64
0.056699753,5,90028,5533,92
0.071399689,32,44903,2150,64
0.215600014,25,76133,3504,12
0.066699982,26,32703,1712,40
0.047800064,2,64057,19130,55
0.046600342,15,37862,699,44
0.027000427,29,71360,3740,44
0.042500496,16,44004,3228,64
0.043000221,17,66217,16310,55
0.011900902,32,2721,153,36
0.034200668,35,23693,2643,32
0.020199776,32,10594,992,20
0.139400482,25,7002,487,20
0.087199211,57,21601,8223,33
0.006899834,13,10458,378,20
0.088600159,34,43056,83,64
0.063899994,38,32714,200,40
0.040800095,20,78218,5366,12
0.076300621,7,73128,6300,12
0.046100616,21,45701,917,64
0.005300522,56,8648,150,20
0.044699669,47,33880,749,40
0.015799522,12,39819,1408,45
0.012800217,22,11720,201,20
0.005800247,25,6042,1500,36
0.054400444,15,95380,3060,86
0.158599854,19,60189,73,46
0.022999763,25,33860,6751,40
0.046899796,15,72901,2307,55
0.035200119,22,37211,5763,44
0.023400307,32,37813,2550,44
0.011400223,14,33015,17742,40
0.503600121,1,2122,518,36
0.01609993,31,44134,7540,64
0.020800591,4,20902,11160,33
0.084199905,38,48507,3192,64
0.075299263,13,28786,2152,45
0.019399643,22,7728,9,20
0.046099663,11,78238,5601,12
0.021699905,38,92821,2022,92
0.064399719,18,92054,2535,92
0.051400185,3,60504,848,46
0.035500526,21,11416,9110,20
0.163100243,15,33071,9145,40
0.091600418,9,78336,2650,12
0.01499939,32,21701,7820,33
0.026100159,12,7095,250,20
0.016900063,32,90221,1301,92
0.014499664,20,10007,270,20
0.021100044,50,92808,8126,92
0.019499779,28,30121,231,45
0.005599976,36,60618,2754,46
0.00799942,32,32708,5701,40
0.062200546,21,30038,3054,45
0.028899193,16,39819,1408,45
0.04279995,24,11104,4721,20
0.005000114,21,33809,3800,40
0.110599518,21,4210,600,36
0.010000229,17,55746,3899,56
0.026100159,21,60431,3340,46
0.075600624,4,73128,6300,12
0.074999809,16,39466,230,44
0.038599968,61,27105,402,45
0.087800026,6,92860,110,92
0.218899727,13,5602,282,36
0.031899452,34,49601,2164,64
0.006100655,24,60164,75,46
0.023900032,14,62864,101,49
0.058300018,26,45459,2329,49
0.04640007,42,25389,3000,32
0.086899757,22,91406,6800,92
0.46420002,24,45211,6180,49
0.363599777,17,92868,20,92
0.077500343,19,77551,6228,12
0.019999504,73,13790,1,36
0.014200211,100,36619,5300,44
0.021100044,17,95370,1245,86
0.031200409,28,44410,2170,64
0.013300896,46,62901,1215,49
0.267700195,13,19901,1365,33
0.04529953,47,94523,2360,86
0.042700768,30,70663,541,44
0.0333004,36,87110,6501,95
0.022200584,75,22407,137,32
0.018600464,27,77351,1501,12
0.023599625,3,33172,1455,40
0.021699905,119,38053,8507,44
0.068099976,55,95348,1340,86
0.090499878,28,7644,147,20
0.153800011,43,76244,8533,12
0.019999504,14,58503,1410,56
0.030200005,5,45245,4394,49
0.081999779,41,37604,3211,44
0.057499886,74,78748,9300,12
0.008399963,26,33062,2101,40
0.156599998,13,89511,6775,86
0.065299988,16,35768,24833,44
0.057199478,1,23510,300,32
0.055800438,54,49002,6749,64
0.007499695,27,37919,7600,44
0.024800301,9,83402,161,76
0.23390007,31,34112,9960,40
0.080900192,10,19526,1740,32
0.035900116,16,13662,120,36
0.061699867,10,37055,411,44
0.026100159,11,76039,1301,12
0.011899948,15,37067,1800,44
0.024999619,18,30265,1108,45
0.112499237,20,91915,2127,92
0.019100189,45,2324,233,36
0.191100121,19,7102,786,20
0.008899689,22,78613,11200,12
0.074700356,9,32803,2907,40
0.046699524,12,88001,550,95
0.015900612,25,56001,500,56
0.04940033,32,23061,6824,32
0.040799141,7,88240,3900,95
0.013400078,43,90008,3650,92
0.034999847,11,32266,255,40
0.006699562,26,3301,44,36
0.057499886,57,57701,36,56
0.090800285,27,11749,1724,20
0.022500038,32,32792,7414,40
0.058600426,8,71854,131,55
0.02559948,31,10547,3159,20
0.041599274,21,62959,2402,49
0.084799767,32,72143,3511,55
0.010900497,35,70364,612,44
0.035599709,17,20109,11664,33
0.038100243,48,60525,9404,46
0.19659996,27,33511,11025,40
0.011099815,26,8816,755,20
0.031100273,19,63857,1740,55
0.272999763,55,6514,2100,36
0.022799492,43,53018,2740,56
0.040500641,4,78363,1310,12
0.097499847,20,85552,2021,95
0.195799828,21,43228,1605,64
0.168400764,28,20613,15912,33
0.057800293,34,45365,2260,49
0.043600082,21,77640,8555,12
0.014100075,19,70461,796,44
0.031400681,20,65473,14145,55
0.056099892,24,28146,215,45
0.022999763,3,77904,8902,12
0.051599503,13,91355,24201,92
0.022799492,33,17050,125,32
0.034200668,28,28630,257,45
0.150799751,27,28216,9749,45
0.112500191,19,28602,2365,45
0.095499992,26,78753,13000,12
0.051699638,5,23604,1386,32
0.025899887,18,99301,5210,76
0.053299904,35,11570,311,20
0.008600235,20,44134,7540,64
0.048399925,19,65807,3530,55
0.158600807,15,84128,5610,95
0.006599426,27,83854,710,76
0.110199928,3,33323,12801,40
0.050299644,37,27616,5260,45
0.112299919,12,10475,2188,20
0.220599174,52,19053,170,33
0.037500381,28,14564,400,36
0.005000114,37,95991,1201,86
0.102800369,32,92592,32195,92
0.004400253,31,95010,3555,86
0.036099434,15,76065,151,12
0.026599884,38,47802,5765,49
0.087800026,47,94954,365,86
0.028100014,16,30342,5620,45
0.045599937,29,23322,237,32
0.01309967,36,55008,1870,56
0.00549984,64,1844,90,36
0.053899765,12,94588,1384,86
0.067500114,42,37211,3975,44
0.008899689,47,95304,2531,86
0.041100502,21,59105,1749,76
0.051099777,42,50401,497,55
0.03219986,35,60620,8300,46
0.109799385,25,63010,2168,55
0.098400116,31,92123,3425,92
0.010299683,29,21212,6370,33
0.015500069,15,78748,9911,12
0.103300095,28,80501,965,95
0.038900375,19,86404,5601,95
0.020799637,9,21117,10367,33
0.038299561,19,75074,1120,12
0.027199745,54,21224,2500,33
0.005599976,22,12203,1,36
0.061699867,40,35244,4421,44
0.033900261,44,18103,3300,32
0.046399117,21,45236,7714,49
0.084199905,20,38133,465,44
0.142499924,24,83202,4335,76
0.02519989,8,88011,700,95
0.016400337,1,35150,41176,44
0.022500038,8,33156,9065,40
0.016399384,39,78224,2716,12
0.026400566,29,92505,2258,92
0.046999931,32,61032,2705,46
0.173599243,8,90278,1815,92
0.042500496,60,19047,2300,33
0.278599739,19,34471,2800,40
0.046900749,38,14623,620,36
0.021399498,35,15084,419,32
0.028300285,37,24060,1206,32
0.02670002,27,35611,229,44
0.050600052,36,23693,3,32
0.313299179,7,7201,651,20
0.169499397,29,35758,8572,44
0.210000038,22,12302,7,36
0.095799446,19,39350,211,44
0.023099899,20,28043,147,45
0.042499542,14,75206,5334,12
0.005299568,49,95348,670,86
0.018000603,13,6042,194,36
0.226400375,34,28110,2115,45
0.031999588,38,61354,5259,46
0.006999969,20,12601,2001,20
0.030600548,28,16565,505,32
0.028100014,25,50310,3800,55
0.278900146,17,94545,350,86
0.154500008,43,3110,7,36
0.030200005,37,48315,13283,64
0.034999847,35,78759,10000,12
0.048299789,38,30041,1060,45
0.023400307,50,95010,3555,86
0.032799721,43,44146,8210,64
0.022999763,38,87301,1734,95
0.093899727,15,91214,2633,92
0.010199547,27,48858,4110,64
0.131999969,24,87123,330,95
0.096899986,56,48047,34830,64
0.098300934,36,95207,4950,86
0.080599785,29,91356,19203,92
0.077799797,30,2019,258,36
0.016699791,21,2601,793,36
0.095799446,27,34491,11275,40
0.045800209,17,21054,2626,33
0.014200211,1,11214,2141,20
0.008299828,23,38701,1831,44
0.149400711,19,63385,1919,55
0.008299828,16,79414,6002,12
0.085800171,31,54935,187,56
0.039999962,9,98391,19585,76
0.042500496,10,46227,7319,49
0.023900032,43,55014,717,56
0.028300285,40,95023,1740,86
0.02270031,23,8401,1543,33
0.019400597,31,79701,2410,12
0.004500389,39,19087,650,33
0.006400108,21,30324,2625,45
0.03030014,16,46804,4110,49
0.067799568,21,75951,850,12
0.093299866,45,2571,2421,36
0.021900177,15,28379,722,45
0.131700516,31,46350,1424,49
0.030000687,7,97914,203,76
0.005800247,27,27540,7220,45
0.062699318,12,78109,8455,12
0.008299828,29,7724,180,20
0.06910038,31,29406,7250,45
0.095000267,25,6095,1065,36
0.035599709,47,63303,2019,55
0.026100159,31,65616,1077,55
0.016599655,33,30064,3625,45
0.086400032,27,70068,150,44
0.048600197,44,60804,3017,46
0.025800705,29,38671,200,44
0.011400223,3,73401,2401,12
0.032299995,34,62269,1407,55
0.045000076,34,28117,168,45
0.097800255,17,21244,8067,33
0.085599899,44,93003,3301,86
0.030900002,34,11220,5406,20
0.015599251,2,46804,4110,49
0.041699409,33,72802,2301,55
0.052499771,39,56001,500,56
0.062200546,19,44035,249,64
0.030900002,22,27534,910,45
0.186400414,40,33903,535,40
0.046199799,38,30101,3345,45
0.062999725,19,80233,901,95
0.088899612,23,33913,10021,40
0.037800789,14,11530,630,20
0.01970005,36,13219,3528,36
0.047200203,42,75052,3040,12
0.083600044,21,18344,3236,32
0.008899689,47,95010,3555,86
0.025300026,47,60004,214,46
0.01609993,19,64701,1810,55
0.053899765,38,85204,1639,95
0.006899834,26,45459,2700,49
0.044699669,42,47712,222,49
0.031999588,61,94066,1150,86
0.062700272,18,29203,327,45
0.040300369,34,68901,4103,56
0.068300247,47,6484,702,36
0.008900642,15,91303,6600,92
0.017000198,21,7030,408,20
0.013400078,22,27834,2406,45
0.051300049,10,87507,3777,95
0.02120018,17,90041,2700,92
0.063599586,21,28547,84,45
0.052499771,24,32803,2907,40
0.059399605,50,15065,64,32
0.226599693,26,14225,3735,36
0.090800285,25,4401,663,36
0.043399811,30,21236,7972,33
0.052799225,18,7470,1400,20
0.06910038,12,78504,7600,12
0.043899536,18,45680,294,49
0.025500298,8,85018,3833,95
0.11190033,45,19151,7630,33
0.081699371,43,39540,3680,44
0.034999847,20,11372,3729,20
0.054800034,24,37934,11142,44
0.058300018,16,75501,404,55
0.200300217,26,7730,3024,20
0.036399841,23,66202,5730,55
0.043600082,43,7601,380,20
0.044700623,19,81050,7,95
0.114999771,27,7304,701,20
0.038599968,38,15401,221,32
0.021400452,23,54467,142,56
0.236399651,1,25313,132,32
0.061100006,24,44120,16657,64
0.003899574,33,27616,5260,45
0.018899918,30,14221,6703,36
0.041700363,32,73132,8531,12
0.047499657,67,2184,500,36
0.194999695,45,60490,143,46
0.057800293,33,46204,49,49
0.028599739,7,97914,203,76
0.013600349,43,95060,2115,86
0.020299911,15,76033,1608,12
0.036100388,16,28043,147,45
0.03979969,25,73064,230,12
0.012999535,61,83814,224,76
0.017499924,52,33030,927,40
0.012200356,7,76705,1517,12
0.211299896,24,66442,2210,55
0.085300446,26,92308,19201,92
0.044999123,15,35957,2200,44
0.034999847,51,20754,2969,33
0.021399498,27,8330,4403,33
0.02270031,23,43221,3102,64
0.014400482,34,91324,9301,92
0.028899193,14,66502,100,55
0.035900116,52,61081,4311,46
0.045599937,22,93662,3352,86
0.022299767,24,73118,1841,12
0.032500267,22,47803,2167,49
0.169199944,12,80021,1,95
0.007200241,39,11791,267,20
0.02670002,40,53189,1210,56
0.039199829,41,28079,14045,45
0.131400108,11,80205,757,95
0.086899757,40,62095,662,55
0.42689991,14,78216,7400,12
0.005299568,21,73503,1718,12
0.005799294,9,38652,340,44
0.066699982,15,19083,1305,33
0.012499809,18,92656,27032,92
0.033099174,28,95628,8854,86
0.051099777,32,97128,2275,76
0.029700279,9,14225,3735,36
0.028300285,18,46901,1912,49
0.029800415,34,3079,99,36
0.058899879,10,67530,3511,55
0.033599854,34,33614,8314,40
0.28690052,16,22314,3111,33
0.061599731,5,7866,207,20
0.025000572,26,60714,7201,46
0.292000771,40,8021,2001,33
0.041100502,15,10029,165,20
0.068099976,76,10309,2955,20
0.027700424,10,79912,965,12
0.012000084,35,60450,257,46
0.01720047,16,11416,9110,20
0.138599396,13,7748,778,20
0.122699738,37,55305,12921,56
0.059200287,34,37801,2334,44
0.150799751,28,42141,2377,49
0.043000221,15,10314,2655,20
0.046699524,43,78232,17700,12
0.050300598,39,15236,649,32
0.111200333,25,92336,15270,92
0.035900116,40,27407,1216,45
0.031200409,32,32210,6733,40
0.008700371,30,6010,123,36
0.042500496,50,32225,9501,40
0.056300163,47,44870,915,64
0.013899803,37,34685,326,40
0.279100418,2,58801,4101,56
0.044199944,26,10472,1605,20
0.063899994,22,45601,950,49
0.086899757,27,71111,2300,44
0.03730011,83,53158,10033,56
0.024499893,28,77365,23741,12
0.048899651,35,46060,13904,49
0.006599426,31,38104,1680,44
0.012999535,22,80205,757,95
0.011099815,20,77015,13706,12
0.029700279,25,72830,1229,55
0.043300629,27,32534,8948,44
0.007500648,24,31601,1700,45
0.009699821,9,10954,230,20
0.006100655,47,16066,1713,32
0.05189991,31,48188,47160,64
0.046700478,27,19007,230,33
0.116900444,41,8036,1520,33
0.055799484,33,61265,3919,46
0.024200439,26,47586,645,49
0.094199181,25,20747,5706,33
0.339500427,5,79925,8401,12
0.058899879,34,76117,3187,12
0.033100128,17,27407,311,45
0.018300056,15,28403,3500,45
0.119700432,16,74066,12154,12
0.258800507,50,11572,3163,20
0.097499847,20,63025,169,55
0.021100044,16,10112,30,20
0.041199684,18,98037,18700,76
0.078900337,18,29577,2000,45
0.032799721,21,36116,3889,44
0.03030014,17,77478,403,12
0.092000008,14,92673,638,92
0.029700279,19,90041,2700,92
0.035599709,92,46637,52991,49
0.026900291,28,45150,1064,49
0.069199562,29,97220,1307,76
0.011099815,28,87532,1508,95
0.047800064,39,48509,1295,64
0.014200211,33,63141,12589,55
0.062199593,18,43213,3733,64
0.064200401,33,21601,8223,33
0.04640007,9,98516,1380,76
0.007200241,34,38301,2103,44
0.043399811,60,27263,2640,45
0.040800095,20,70114,4021,44
0.016200066,8,97471,780,76
0.388700485,3,11373,9015,20
0.033900261,27,61008,1920,46
0.036899567,183,30253,1144,45
0.090000153,35,22180,203,33
0.063800812,12,40160,2037,49
0.018400192,18,23005,131,32
0.048799515,19,48867,1565,64
0.022500038,22,34287,17437,40
0.011599541,8,30038,2929,45
0.029999733,15,10941,1,20
0.056099892,17,1886,160,36
0.021900177,35,26059,415,32
0.03579998,21,45014,5378,49
0.009999275,41,23834,36,32
0.02519989,28,41042,4951,49
0.013599396,29,1915,43,36
0.071099281,29,30265,344,45
0.008600235,9,30014,10327,45
0.045499802,19,29730,2391,45
0.084699631,20,14564,400,36
0.014200211,18,94550,1418,86
0.005599976,51,34668,9409,40
0.087499619,11,48180,7735,64
0.051099777,27,30307,1250,45
0.007500648,16,77573,2950,12
0.011400223,36,53216,4115,56
0.08520031,31,21502,1262,32
0.059100151,14,55901,3780,56
0.038599968,12,38804,1001,44
0.06910038,22,12095,222,36
0.006099701,19,97128,2275,76
0.009399414,2,75126,351,12
0.01720047,9,46805,4201,49
0.028900146,11,75044,3112,12
0.110799789,10,37934,11142,44
0.079799652,35,48911,438,64
0.009400368,71,32073,1910,40
0.026600838,11,49855,3113,64
0.015299797,26,33411,11081,40
0.055800438,6,8332,2257,33
0.041999817,39,77802,3203,12
0.025300026,31,85749,9085,95
0.111700058,1,92374,27512,92
0.028600693,33,79912,6900,12
0.036200523,10,43701,2850,64
0.052700043,19,39402,5891,44
0.07970047,34,74501,522,12
0.010800362,19,87111,8030,95
0.008099556,29,10460,46,20
0.037000656,26,18508,40,32
0.027500153,21,77802,3203,12
0.056700706,31,95122,1110,86
0.018899918,39,36117,7337,44
0.026200294,64,85710,6970,95
0.176699638,12,69361,3410,56
0.027299881,43,23455,4001,32
0.064200401,29,45013,756,49
0.035300255,19,27127,3581,45
0.024200439,42,84003,632,95
0.045000076,20,23322,237,32
0.051099777,26,53214,6838,56
0.03579998,15,30044,65,45
0.032799721,13,43506,1243,64
0.009999275,18,7095,869,20
0.048299789,23,90232,3855,92
0.115599632,35,46151,383,49
0.159700394,13,45177,2855,49
0.013400078,21,77575,2003,12
0.064499855,16,19363,606,33
0.025300026,27,60435,2410,46
0.113599777,31,11040,1542,20
0.04090023,65,40353,104,49
0.039999962,25,63304,6213,55
0.032799721,37,46953,3318,49
0.028299332,28,18252,45,32
0.039199829,37,30078,1830,45
0.004099846,26,94132,3251,86
0.046600342,31,48223,18501,64
0.074399948,34,62650,1939,55
0.27159977,24,22041,3519,33
0.011400223,11,25873,117,32
0.037500381,8,7866,207,20
0.027500153,20,95370,1245,86
0.029999733,23,85035,7515,95
0.028900146,24,18045,3782,32
0.182200432,17,43214,5057,64
0.018899918,28,97355,445,76
0.008599281,11,78253,11219,12
0.024700165,31,93955,925,86
0.036700249,19,44883,2562,64
0.074999809,23,35022,4933,44
0.096699715,16,55428,349,56
0.029999733,32,90712,4941,92
0.075200081,25,67037,1918,55
0.041900635,52,32765,1255,40
0.156399727,46,7080,4959,20
0.038299561,33,19136,8930,33
0.029200554,36,37122,300,44
0.006399155,29,37303,1834,44
0.040599823,36,33015,18486,40
0.073899269,18,29118,2843,45
0.095499992,1,23510,300,32
0.186900139,16,4086,127,36
0.009200096,25,29440,1334,45
0.061400414,26,49601,2164,64
0.235500336,1,33323,12801,40
0.033400536,23,69361,3410,56
0.024499893,27,95023,1740,86
0.048600197,8,8242,1500,33
0.066900253,15,87402,4601,95
0.004699707,36,54701,4800,56
0.131099701,18,72113,13220,55
0.030499458,19,98027,1802,76
0.052499771,25,33016,2451,40
0.043000221,9,32792,7414,40
0.009799957,31,78236,2180,12
0.033900261,46,11772,499,20
0.024100304,30,75104,305,12
0.029099464,50,12180,740,36
0.106699944,31,98277,31595,76
0.022800446,32,44720,6795,64
0.020799637,23,92881,2620,92
0.100500107,32,79606,4241,12
0.038599968,33,37129,1970,44
0.067800522,27,43240,1500,64
0.036700249,34,10459,1030,20
0.04529953,18,71459,7742,44
0.061299324,14,77502,108,12
0.007800102,35,83709,8164,76
0.044700623,19,32609,2631,40
0.019199371,5,24293,171,44
0.019800186,25,33414,10300,40
0.030500412,31,30066,50,45
0.03219986,36,93063,2944,92
0.105599403,4,33172,11401,40
0.089999199,63,60543,2948,46
0.076699257,31,95482,1214,86
0.07060051,54,93003,4020,86
0.027700424,34,12534,424,20
0.036399841,85,98208,305,76
0.00810051,43,29209,6080,45
0.04390049,20,60527,7117,46
0.094200134,49,15301,48,32
0.004999161,23,17870,1,32
0.130300522,22,66062,11949,55
0.00949955,41,60618,2861,46
0.06139946,52,37067,545,44
0.068599701,32,45315,7724,49
0.05340004,49,27410,1604,45
0.078900337,31,29212,240,45
0.02380085,14,85748,9525,95
0.062000275,40,92505,10333,92
0.155500412,10,22664,465,32
