Diff_Time,Stop_Actual_Sequence_Num,Postal_Code,Street_Num,District_Num
0.014699936,57,77070,1150,12
0.097299576,14,11210,1556,20
0.016399384,21,83687,5681,76
0.019399643,27,78045,2019,12
0.074699402,29,97504,1750,76
0.044099808,24,95828,8250,86
0.03690052,20,32246,4668,40
0.044199944,35,70130,520,44
0.044199944,32,32571,4785,44
0.360500336,54,97223,9414,76
0.017499924,32,62568,1522,46
0.074500084,12,10594,992,20
0.036399841,45,21771,307,33
0.035000801,49,60107,1056,46
0.026100159,32,62002,128,55
0.324700356,26,40219,4243,49
0.010800362,30,94087,322,86
0.019199371,25,97015,8954,76
0.006400108,26,74447,1821,12
0.035300255,39,16509,1909,32
0.129199982,1,21076,7000,33
0.028900146,17,27616,5959,45
0.074199677,22,15102,5055,32
0.005000114,25,27127,3581,45
0.086400032,28,38834,2201,44
0.040800095,14,22701,775,32
0.033599854,22,36107,921,44
0.094999313,35,53154,8171,56
0.025300026,27,98903,1624,76
0.183800697,38,16701,34,32
0.049099922,30,55434,599,56
0.00949955,77,36703,2414,44
0.024499893,22,76513,209,12
0.125,11,35954,977,44
0.025300026,31,45505,154,49
0.222800255,25,22314,3111,33
0.29640007,8,70508,4409,44
0.154500008,24,32904,225,40
0.07970047,37,2891,672,36
0.127799988,27,80913,6110,95
0.103300095,21,6111,2995,36
0.047699928,16,27028,191,45
0.166099548,16,80012,14221,95
0.083900452,37,23834,707,32
0.064200401,15,93555,901,92
0.012700081,13,44460,2955,64
0.041900635,10,91801,333,92
0.027500153,27,95642,12030,86
0.094399452,29,7764,310,20
0.16779995,54,56301,2954,56
0.101900101,45,19128,8500,33
0.038599968,51,27560,1113,45
0.141599655,31,78504,4613,12
0.088799477,32,1824,90,36
0.037000656,29,32757,17258,40
0.060500145,32,17815,76,32
0.121200562,26,34987,10664,40
0.207800865,61,22901,1549,32
0.038900375,19,30188,12186,45
0.067200661,34,29206,5496,45
0.020800591,13,77502,108,12
0.080800056,29,11725,70,20
0.028900146,18,65473,14145,55
0.03219986,26,7652,480,20
0.052499771,16,8758,501,20
0.010000229,25,21212,6370,33
0.077500343,16,7728,9,20
0.008399963,31,23832,7329,32
0.021100044,49,60402,6631,46
0.03030014,37,80229,10001,95
0.028599739,39,98366,3475,76
0.006400108,48,15904,500,32
0.041699409,36,79606,4241,12
0.009200096,36,27617,8301,45
0.214699745,40,20121,14167,33
0.027200699,20,34986,144,40
0.109400749,12,45044,2930,49
0.074399948,22,72758,2203,55
0.091400146,35,92708,9025,92
0.040299416,34,91945,7048,92
0.007499695,93,29720,933,45
0.017000198,11,30721,2535,45
0.006999969,44,60661,120,46
0.038599968,22,37771,875,44
0.020600319,31,71457,929,44
0.086700439,40,46254,4525,49
0.004699707,41,21740,17301,33
0.08409977,47,49431,4912,64
0.053299904,23,76522,301,12
0.058400154,42,85210,350,95
0.049099922,19,91107,400,92
0.085599899,1,23510,300,32
0.035299301,110,78753,12901,12
0.007800102,18,30326,3393,45
0.074699402,28,20724,3475,33
0.051300049,12,11385,5720,20
0.040500641,35,12401,1300,20
0.045499802,22,77028,9415,12
0.084199905,12,48838,300,64
0.107000351,35,89434,650,86
0.024499893,26,29550,1211,45
0.007699966,25,86303,3250,95
0.038899422,32,10941,1,20
0.031399727,25,85260,15227,95
0.016600609,34,1915,43,36
0.024200439,44,27529,171,45
0.056400299,9,67530,3511,55
0.085600853,33,64014,1036,55
0.008699417,30,26241,767,32
0.157499313,26,31525,299,45
0.012799263,12,3874,700,36
0.03219986,22,63701,127,55
0.017800331,18,37411,480,44
0.008600235,11,66762,2832,55
0.066699982,37,61571,1968,46
0.029999733,50,22630,135,32
0.051400185,34,92027,1485,92
0.052800179,14,1844,184,36
0.165299416,22,48638,1770,64
0.098799706,27,14225,3735,36
0.054699898,30,98166,126,76
0.07310009,41,98632,100,76
0.260000229,13,28906,2320,45
0.273599625,2,18360,292,32
0.017499924,29,37303,1834,44
0.02159977,30,61704,101,46
0.031900406,24,92648,19740,92
0.186100006,35,45459,6226,49
0.01970005,28,75149,503,12
0.057499886,28,3103,1500,36
0.125300407,38,38242,1150,44
0.020500183,28,34109,2275,40
0.089699745,24,32703,1712,40
0.009699821,36,17970,400,32
0.045300484,45,95605,771,86
0.059200287,35,64093,303,55
0.034999847,35,44144,4828,64
0.052500725,46,19382,1115,33
0.036899567,22,44125,9781,64
0.034999847,51,1119,1063,36
0.04279995,30,44857,101,64
0.027999878,28,33449,5516,40
0.039700508,37,27407,4203,45
0.046099663,19,28052,117,45
0.039699554,46,98502,1001,76
0.018899918,12,12065,54,36
0.026100159,31,84121,6949,95
0.057499886,46,1085,431,36
0.033900261,20,42071,660,49
0.081399918,18,3743,38,36
0.007499695,11,75007,2626,12
0.290500641,19,60102,416,46
0.144699097,27,60445,13142,46
0.066399574,37,3451,11,36
0.016600609,38,22554,356,32
0.045499802,23,67207,11661,55
0.028100014,36,33021,3251,40
0.116100311,29,54220,4140,56
0.075300217,24,33181,12121,40
0.032500267,22,83402,161,76
0.021600723,13,58103,1801,56
0.005000114,38,95670,10853,86
0.041699409,38,8520,72,20
0.020500183,16,21801,2300,33
0.01499939,37,76133,3504,12
0.041400909,31,28466,5620,45
0.038900375,36,52402,4444,55
0.081600189,53,97220,1307,76
0.020000458,30,29582,564,45
0.104700089,21,50320,5126,55
0.065299988,50,2116,647,36
0.020299911,66,30605,4375,45
0.040800095,14,53018,2740,56
0.001099586,41,46311,819,46
0.096099854,36,46140,1905,49
0.050300598,31,90660,8764,92
0.006699562,40,28540,521,45
0.019099236,11,79106,5722,12
0.07859993,13,80401,14500,95
0.026399612,27,48116,8240,64
0.196700096,21,21054,2626,33
0.031400681,22,57201,2700,56
0.028900146,36,97330,1580,76
0.017800331,16,24401,1028,32
0.217200279,24,8816,300,20
0.03730011,15,90221,1301,92
0.114700317,28,30038,3054,45
0.022199631,19,39576,454,44
0.159399986,33,44134,7540,64
0.028800011,19,90815,5900,92
0.02670002,20,49441,3355,64
0.058099747,37,90255,6330,92
0.011899948,30,27518,2472,45
0.014499664,21,80031,5714,95
0.011300087,55,10801,33,20
0.030000687,15,13637,26445,36
0.022500038,7,1803,101,36
0.020599365,32,28630,257,45
0.016699791,37,48165,30804,64
0.020000458,20,63303,2019,55
0.11329937,16,93455,2204,86
0.027500153,51,97355,445,76
0.028900146,76,20747,2950,33
0.057800293,36,38117,5043,44
0.016200066,9,78852,432,12
0.079999924,13,11040,2425,20
0.03979969,22,59718,2855,76
0.069700241,29,92105,4403,92
0.040800095,48,98405,3202,76
0.056099892,22,76011,1081,12
0.054400444,44,78602,460,12
0.044099808,39,10607,411,20
0.041699409,46,23455,1063,32
0.014399529,22,61401,2779,46
0.021100044,10,77005,5312,12
0.125600815,25,8550,651,20
0.027499199,16,75206,5334,12
0.024400711,39,49686,1744,64
0.375900269,29,21015,5,33
0.15530014,30,55124,15465,56
0.133000374,9,25873,117,32
0.041399956,29,23455,4701,32
0.014400482,32,17837,141,32
0.071100235,20,60538,2084,46
0.088599205,6,85338,1120,95
0.11000061,26,77049,5805,12
0.045800209,39,52807,4810,55
0.030800819,43,45805,927,49
0.008099556,24,78602,460,12
0.09869957,31,33615,8610,40
0.006100655,31,43567,482,64
0.011099815,33,78572,808,12
0.011699677,41,60402,6631,46
0.04529953,40,90201,7200,92
0.046599388,26,33016,2451,40
0.061100006,24,42701,1704,49
0.011400223,17,33189,20505,40
0.075300217,9,11377,5106,20
0.027199745,12,38301,2103,44
0.034700394,22,39350,211,44
0.033900261,58,91950,3030,92
0.017000198,24,35071,841,44
0.063099861,101,8106,130,33
0.006099701,49,92691,236,92
0.042700768,30,76016,4261,12
0.022200584,19,46902,1162,49
0.285300255,25,97086,12000,76
0.061100006,12,90405,1910,92
0.014800072,27,29461,505,45
0.110800743,38,20901,10100,33
0.004499435,23,91739,12586,92
0.034700394,18,16565,505,32
0.099699974,24,44720,5520,64
0.076399803,45,72032,461,55
0.066400528,42,92506,3555,92
0.06000042,15,23464,5020,32
0.001700401,40,76011,1081,12
0.10640049,15,33162,1453,40
0.081700325,22,7751,67,20
0.031099319,48,67216,2570,55
0.021699905,42,60714,5695,46
0.015299797,35,54729,3038,56
0.202300072,38,14845,3300,36
0.01309967,31,17402,2899,32
0.006700516,21,30135,2530,45
0.033599854,16,2649,48,36
0.053299904,38,38632,2670,44
0.149999619,32,92392,14190,92
0.003800392,64,74133,7021,12
0.016400337,11,37355,2532,44
0.041999817,42,93535,44421,92
0.009799957,51,16319,6945,32
0.127799988,57,30106,1757,45
0.06799984,27,17112,5125,32
0.013600349,17,98027,1802,76
0.039199829,13,60441,16113,46
0.102499962,2,45236,7875,49
0.03030014,11,11236,1459,20
0.008099556,26,53024,1258,56
0.045300484,32,92606,3972,92
0.021400452,26,90221,1301,92
0.016400337,10,37664,2101,44
0.248299599,29,8902,528,20
0.025300026,79,42420,1999,49
0.03219986,21,70816,2060,44
0.011899948,11,37312,4496,44
0.034100533,31,2601,793,36
0.125300407,39,69101,410,56
0.082499504,17,60504,848,46
0.111399651,15,41501,244,49
0.044799805,16,97060,2705,76
0.049500465,20,48316,1917,64
0.014200211,9,75703,4601,12
0.050800323,17,92392,12602,92
0.013299942,18,29841,1229,45
0.035599709,14,88310,516,95
0.005000114,8,34957,3086,40
0.017999649,25,15227,4110,32
0.063100815,26,55082,13321,56
0.302499771,15,33511,671,40
0.050600052,8,27834,2406,45
0.006400108,31,89014,619,92
0.011300087,21,23111,7264,32
0.014399529,15,27617,8301,45
0.01499939,29,84070,57,95
0.233300209,2,78216,7400,12
0.010000229,47,78641,651,12
0.011699677,27,15275,312,32
0.044199944,31,27587,11216,45
0.067799568,47,39180,2310,44
0.046199799,36,45356,1272,49
0.009400368,35,95501,3300,86
0.020600319,26,4210,600,36
0.018899918,38,54914,2640,56
0.134799957,27,10468,2485,20
0.041700363,27,23113,15519,32
0.032699585,21,43567,482,64
0.024699211,30,59701,3207,76
0.037699699,7,93535,44421,92
0.030599594,37,65201,2703,55
0.003600121,48,66111,1843,55
0.020299911,24,35803,11700,44
0.046999931,21,75160,1888,12
0.022200584,27,24333,1128,32
0.060900688,38,48312,33321,64
0.03469944,12,79106,5722,12
0.031299591,39,92627,2200,92
0.005900383,14,14226,3500,36
0.0522995,26,2649,48,36
0.075300217,26,7069,1701,20
0.026399612,22,44241,9750,64
0.074500084,20,63136,8025,55
0.289200783,27,20782,3112,33
0.201100349,49,84101,152,95
0.056099892,1,36703,2414,44
0.170599937,18,30906,3209,45
0.038899422,34,23455,4701,32
0.167000771,42,3451,11,36
0.133300781,29,19115,9861,33
0.069499969,16,91360,1744,92
0.032299995,29,88001,550,95
0.146699905,26,45236,7714,49
0.045800209,42,14845,1623,36
0.06139946,36,85714,1197,95
0.062200546,51,62702,2506,46
0.099200249,2,18336,111,32
0.008799553,40,34974,2105,40
0.067500114,25,30052,4211,45
0.032500267,27,44113,230,64
0.019699097,29,19140,4229,33
0.029999733,14,71457,929,44
0.0291996,16,23666,2400,32
0.201899529,25,21212,6370,33
0.045199394,18,17756,340,32
0.049799919,115,91748,17420,92
0.027199745,30,15275,312,32
0.123099327,7,56601,2219,56
0.059200287,39,34746,4376,40
0.08920002,5,42303,3245,49
0.048899651,28,37379,9332,44
0.006199837,14,19124,4600,33
0.02270031,26,29501,2701,45
0.055800438,42,72211,12319,55
0.084700584,48,72117,4530,55
0.039999962,42,70058,1523,44
0.050000191,39,77351,1501,12
0.233100891,20,47591,632,49
0.033900261,29,19808,3204,33
0.085499763,26,68123,10531,56
0.073599815,23,70508,4409,44
0.010800362,42,54880,3110,56
0.008600235,18,84121,6949,95
0.119400024,20,73099,1300,12
0.05340004,58,3031,124,36
0.023900032,40,55408,1221,56
0.004700661,6,87532,1508,95
0.025500298,3,7093,6001,20
0.062000275,11,80922,3732,95
0.010499954,8,48205,15405,64
0.331899643,37,34474,3100,40
0.091099739,35,23225,7107,32
0.043600082,10,25526,270,32
0.03690052,16,33991,2384,40
0.090900421,7,33172,11401,40
0.20720005,29,90242,12144,92
0.022800446,24,79705,4511,12
0.071700096,18,67601,4325,55
0.000800133,11,6901,100,36
0.049200058,25,33991,2384,40
0.022999763,28,33511,11025,40
0.051400185,59,94928,4645,86
0.043300629,34,14420,1561,36
0.034099579,25,37122,300,44
0.280200005,16,64118,215,55
0.01499939,24,70460,179,44
0.047499657,37,60546,75,46
0.047499657,34,1440,376,36
0.096400261,21,44224,3490,64
0.088900566,15,20194,1468,33
0.007499695,12,89107,4300,92
0.043299675,43,7005,308,20
0.049699783,50,73134,2324,12
0.011699677,22,85210,350,95
0.01609993,20,43512,1601,64
0.034100533,48,78503,2019,12
0.041700363,81,49307,15190,64
0.008599281,22,92407,5250,92
0.090000153,48,78681,220,12
0.031300545,38,93720,7675,86
0.113900185,35,29150,1670,45
0.06000042,23,57401,3828,56
0.023900032,25,19426,222,33
0.056399345,36,30274,7024,45
0.040499687,36,93711,3181,86
0.163900375,14,30813,4010,45
0.022199631,21,4901,12,36
0.041399956,19,44125,9781,64
0.012800217,24,73801,3305,12
0.034500122,40,93422,2180,86
0.070299149,75,77505,5859,12
0.055299759,21,92591,40820,92
0.191100121,20,80108,312,95
0.024700165,15,60031,6170,46
0.068600655,3,88101,3900,95
0.018100739,15,7073,91,20
0.099199295,51,55431,7909,56
0.133299828,15,61107,290,46
0.079699516,31,19149,6406,33
0.008099556,24,28805,3,45
0.115300179,37,1887,75,36
0.024400711,22,29690,3,45
0.005000114,30,42001,5101,49
0.012800217,38,31021,2421,45
0.023599625,26,84074,1187,95
0.028300285,25,28001,723,45
0.044099808,33,81101,3314,95
0.111599922,10,29406,7620,45
0.101600647,19,22031,9446,33
0.096599579,9,93309,3743,86
0.05189991,15,44705,3016,64
0.051199913,14,31419,5990,45
0.105500221,40,60018,7064,46
0.04090023,20,23320,1320,32
0.027500153,21,18702,6,32
0.040300369,34,95928,1950,86
0.012799263,27,27105,402,45
0.012800217,33,15650,305,32
0.045499802,20,75149,503,12
0.031100273,26,2886,400,36
0.061900139,15,97140,21155,76
0.033599854,33,60002,489,46
0.066900253,47,17402,2529,32
0.032500267,14,85901,4431,95
0.017199516,23,46360,5330,49
0.181699753,5,46545,6501,49
0.061699867,8,45044,2930,49
0.004799843,72,21237,8640,33
0.180500031,32,28083,2233,45
0.072999954,32,46227,7319,49
0.008600235,68,77036,8880,12
0.05589962,31,38501,377,44
0.107500076,20,11746,169,20
0.028100014,20,21286,1238,33
0.017199516,14,7047,3103,20
0.065899849,34,77494,5000,12
0.188099861,19,97305,3815,76
0.062800407,6,7748,778,20
0.09280014,26,40216,3925,49
0.02120018,13,74066,12154,12
0.080799103,42,54915,3825,56
0.065299988,31,90621,7540,92
0.066399574,22,90703,11457,92
0.060500145,36,24202,3170,44
0.03469944,32,62056,1403,55
0.013899803,33,92656,27032,92
0.069099426,19,21014,692,33
0.02369976,19,33328,5810,40
0.015299797,61,1129,1702,36
0.019499779,36,32806,334,40
0.260000229,51,91324,9060,92
0.041399956,32,29360,922,45
0.005300522,53,44663,400,64
0.07559967,15,38116,1262,44
0.006099701,17,37115,2086,44
0.105500221,23,60616,753,46
0.032500267,41,10573,517,20
0.008000374,21,19526,1740,32
0.158599854,1,23510,300,32
0.061999321,14,78521,2821,12
0.042199135,30,85719,2910,95
0.047499657,24,78254,6511,12
0.017499924,32,60546,7501,46
0.021999359,37,55125,1505,56
0.03030014,34,94704,2200,86
0.02270031,29,37188,301,44
0.081700325,24,6854,360,36
0.055000305,25,23456,1169,32
0.034700394,18,63385,1919,55
0.041100502,8,28152,715,45
0.043000221,37,32904,1700,40
0.037799835,50,23464,5020,32
0.103300095,18,11967,999,20
0.022799492,8,21550,13180,32
0.053299904,24,67901,208,55
0.01199913,87,11368,3710,20
0.014200211,20,85614,18690,95
0.036700249,16,40065,107,49
0.031100273,11,92081,510,92
0.07720089,32,38018,465,44
0.028100014,11,2072,1334,36
0.026099205,19,98008,15600,76
0.068099976,19,11416,9110,20
0.007800102,23,75065,1021,12
0.098099709,18,94541,1159,86
0.067799568,33,62702,2506,46
0.047200203,14,43240,1500,64
0.110899925,6,94568,7196,86
0.072200775,12,45385,110,49
0.078900337,36,44053,4340,64
0.043099403,32,48165,30804,64
0.074199677,32,94533,1630,86
0.074399948,15,38652,340,44
0.026100159,19,60160,1501,46
0.021100044,12,76063,1811,12
0.035300255,13,73065,661,12
0.041100502,16,75067,1081,12
0.015000343,56,70345,327,44
0.057800293,17,6042,1500,36
0.02559948,20,83607,5205,76
0.022199631,32,37115,2086,44
0.143800735,42,99336,1102,76
0.057800293,16,60107,1056,46
0.026100159,51,48059,4865,64
0.041999817,25,40214,161,49
0.04940033,30,82009,1400,76
0.17140007,19,60134,1492,46
0.038900375,21,35903,300,44
0.023600578,32,82501,1020,76
0.271999359,15,98684,16020,76
0.054199219,15,29611,6134,45
0.136099815,25,40475,837,49
0.871099472,11,8837,55,20
0.005599976,33,34293,4260,40
0.059200287,38,66215,9672,55
0.045000076,25,1803,101,36
0.026900291,16,44663,400,64
0.034099579,27,7712,2317,20
0.042200089,24,76234,1208,12
0.069199562,35,33319,7550,40
0.019399643,21,7002,205,20
0.04390049,21,80634,4318,95
0.061699867,29,27526,1045,45
0.164400101,37,34746,4797,40
0.017800331,21,89032,1735,92
0.020799637,13,23456,2029,32
0.028299332,27,43326,15535,64
0.109199524,24,38242,1150,44
0.005000114,22,91007,400,92
0.074999809,37,78045,7309,12
0.127799988,41,6010,123,36
0.028300285,21,92154,3410,92
0.090900421,32,1089,935,36
0.063099861,29,1824,90,36
0.060899734,15,30281,1542,45
0.045900345,28,92881,2620,92
0.058599472,29,64133,9203,55
0.063099861,46,60026,1865,46
0.03030014,10,30605,4375,45
0.004699707,14,8505,266,20
0.057800293,40,75254,4720,12
0.113100052,84,10025,2764,20
0.015000343,42,90064,10800,92
0.063699722,25,52501,1883,55
0.042999268,27,30004,5230,45
0.027299881,14,36801,3000,44
0.020000458,27,42754,1903,49
0.060500145,30,93635,1363,86
0.066400528,33,33607,2539,40
0.082499504,59,84341,1300,95
0.098899841,20,42420,1999,49
0.014400482,21,29407,2000,45
0.103899956,37,37214,3133,44
0.083299637,28,6905,2391,36
0.05340004,48,76135,6306,12
0.008000374,45,15068,163,32
0.11950016,14,48313,44811,64
0.05629921,13,50322,11125,55
0.021400452,23,83714,6907,76
0.010000229,29,15137,1728,32
0.197999954,31,8002,2000,33
0.173099518,41,33157,18479,40
0.040800095,31,65803,2725,55
0.118000031,34,27360,1587,45
0.010499954,41,45459,6226,49
0.036399841,31,55121,3344,56
0.201600075,44,47129,1176,49
0.169700623,42,43302,1580,64
0.158599854,19,19055,165,33
0.022999763,1,49417,452,64
0.060799599,19,4074,200,36
0.021400452,31,29209,7546,45
0.061699867,15,1607,11,36
0.154399872,24,43311,2228,49
0.030799866,40,95757,9688,86
0.042499542,29,23434,1201,32
0.040599823,40,28315,11088,45
0.015899658,14,32507,10427,44
0.038000107,28,20770,6100,33
0.032500267,43,99205,2223,76
0.057499886,12,30341,1841,45
0.029699326,45,35903,300,44
0.023900032,31,47591,632,49
0.053599358,23,27603,4454,45
0.17689991,20,29649,515,45
0.032000542,25,46142,916,49
0.006400108,21,47715,800,49
0.152299881,8,77380,1201,12
0.023900032,20,28304,7711,45
0.003599167,31,20109,9942,33
0.024499893,37,95823,8241,86
0.029500008,33,33617,5004,40
0.007800102,25,21074,2320,33
0.025899887,43,99223,2501,76
0.099699974,10,71105,7141,44
0.030799866,29,98373,13414,76
0.269800186,6,38117,5043,44
0.080499649,21,29640,6919,45
0.059400558,21,75146,404,12
0.056399345,33,92506,3555,92
0.043399811,14,85050,21001,95
0.031899452,15,47150,2924,49
0.012200356,19,3865,4,36
0.100500107,35,3249,1458,36
0.021100044,8,60504,848,46
0.023900032,69,75951,850,12
0.006400108,21,20770,6100,33
0.015300751,28,49417,452,64
0.069499969,41,37188,301,44
0.049199104,26,29575,2723,45
0.034999847,30,38128,3854,44
0.067299843,36,60914,2024,46
0.062800407,35,39232,213,44
0.074500084,10,19406,359,33
0.007499695,27,6905,2391,36
0.034399986,20,72761,3195,55
0.0291996,65,22901,1549,32
0.040800095,37,33880,749,40
0.088599205,16,32738,121,40
0.063000679,27,60108,326,46
0.057700157,37,10303,1756,20
0.041599274,30,28339,554,45
0.009500504,15,89705,963,86
0.005000114,8,28403,3500,45
0.022800446,14,95020,890,86
0.010499954,3,79924,4650,12
0.034200668,35,76904,4213,12
0.158599854,43,47905,2415,49
0.072199821,24,43506,1243,64
0.060299873,30,35235,5964,44
0.015800476,21,44266,4050,64
0.107999802,19,30189,180,45
0.039199829,40,97223,9414,76
0.026400566,27,19335,40,33
0.080300331,11,23801,1431,32
0.173600197,14,24605,4009,32
0.027199745,47,33316,1935,40
0.029999733,39,33912,13711,40
0.088100433,37,6810,67,36
0.011099815,16,87507,3777,95
0.075799942,27,45432,3878,49
0.050800323,22,35640,1199,44
0.056699753,44,75034,8300,12
0.033399582,22,45680,294,49
0.026900291,41,75150,2050,12
0.142499924,43,8106,130,33
0.023900032,30,75104,305,12
0.016999245,30,40214,3111,49
0.059800148,28,15301,48,32
0.043100357,17,70526,725,44
0.017700195,18,79072,1601,12
0.022000313,42,79762,4101,12
0.041399956,28,12701,36,20
0.014100075,11,23505,7525,32
0.032999992,8,35206,9256,44
0.025500298,29,60164,75,46
0.080499649,34,90201,7200,92
0.078100204,56,44202,7213,64
0.025000572,26,42001,5134,49
0.017499924,32,52404,3005,55
0.051400185,23,41001,6807,49
0.075799942,38,28625,1837,45
0.005800247,29,18951,210,33
0.03979969,33,44256,1104,64
0.005000114,13,33034,33521,40
0.077500343,58,63028,756,55
0.037500381,39,22601,2022,32
0.29390049,2,20166,21100,33
0.025000572,14,76065,151,12
0.125,39,38654,8110,44
0.025600433,10,32738,121,40
0.008599281,30,55811,1600,56
0.015800476,11,15401,221,32
0.048899651,27,53154,8171,56
0.145899773,22,83642,3355,76
0.065799713,11,42501,300,49
0.051300049,21,29572,10748,45
0.067799568,4,25309,44,32
0.045800209,12,80916,2850,95
0.018899918,177,22150,6575,33
0.047200203,34,76710,1428,12
0.01060009,30,85032,12611,95
0.005300522,18,55379,8042,56
0.059700012,16,42001,5134,49
0.087800026,39,77584,10504,12
0.059399605,12,77040,5770,12
0.033100128,5,33614,8314,40
0.016401291,137,2919,11,36
0.005800247,21,11229,1210,20
0.03619957,28,29649,515,45
0.14109993,22,33071,1158,40
0.034399986,38,94601,3040,86
0.022500038,31,28273,8951,45
0.041700363,25,93536,44412,92
0.003899574,19,44663,400,64
0.036999702,32,10940,400,20
0.159100533,30,32114,1700,40
0.073300362,28,77568,6408,12
0.057700157,17,48165,30804,64
0.042199135,27,27707,5408,45
0.236599922,19,45424,7746,49
0.090799332,15,75237,3215,12
0.019200325,25,33860,6751,40
0.019200325,10,14623,360,36
0.066100121,34,33544,1253,40
0.183899879,26,49202,1830,64
0.020299911,7,85308,7350,95
0.013600349,35,45255,7466,49
0.035199165,28,32506,4610,44
0.070599556,30,48180,23485,64
0.019799232,22,89121,3125,92
0.068400383,36,31707,2719,45
0.032499313,72,47001,13904,49
0.090000153,10,77049,5805,12
0.035299301,8,23322,644,32
0.036600113,14,21044,10300,33
0.011699677,44,39648,1722,44
0.020000458,20,78046,4415,12
0.071700096,54,85206,1766,95
0.058599472,22,10803,812,20
0.018899918,127,33071,9145,40
0.028300285,36,60189,73,46
0.006400108,39,91706,14510,92
0.03690052,12,97140,21155,76
0.086400032,65,42431,401,49
0.007800102,4,90230,6000,92
0.021299362,25,91915,2127,92
0.071400642,21,32819,8972,40
0.053099632,30,15237,4801,32
0.02519989,33,44111,3754,64
0.04390049,20,89108,3115,92
0.013100624,17,7724,180,20
0.065299988,32,78224,2716,12
0.050300598,37,19023,1207,33
0.037799835,35,33324,2220,40
0.190299988,15,45040,5133,49
0.024700165,33,62650,1939,55
0.010799408,29,37745,3793,44
0.060800552,40,55060,1100,56
0.047800064,18,14020,4232,36
0.036399841,26,95776,1780,86
0.222499847,33,77056,5085,12
0.034999847,17,41017,3455,49
0.06499958,3,90405,1910,92
0.006100655,19,93612,785,86
0.017000198,18,44281,1154,64
0.076399803,15,30087,1825,45
0.043099403,33,33324,2220,40
0.065599442,44,24202,3170,44
0.022500038,17,96003,909,86
0.031400681,18,36107,921,44
0.049399376,62,21054,2626,33
0.19299984,30,38555,22,44
0.01170063,35,72022,3231,55
0.088600159,17,78258,1205,12
0.034999847,15,30519,1950,45
0.041099548,16,78336,2650,12
0.046099663,18,98335,5500,76
0.005800247,33,98003,34512,76
0.112999916,26,78230,2310,12
0.02270031,20,46250,6020,49
0.070300102,40,32405,2272,44
0.016699791,45,46236,10635,49
0.061900139,27,90802,250,92
0.041100502,1,33323,12801,40
0.005800247,15,88005,1455,95
0.005299568,16,43040,653,64
0.008600235,18,94704,2200,86
0.046700478,22,8360,3849,33
0.053900719,17,29223,10050,45
0.01970005,43,62401,1301,49
0.039999962,41,75227,2943,12
0.052499771,22,28110,2825,45
0.073699951,46,60461,2520,46
0.043000221,33,48076,19913,64
0.071399689,13,46818,6473,49
0.036600113,23,29582,564,45
0.071099281,32,44126,3101,64
0.088300705,22,42701,1611,49
0.044799805,18,86305,1260,95
0.00949955,40,47201,1310,49
0.051700592,26,43420,2200,64
0.044199944,20,36116,3889,44
0.018899918,44,28540,521,45
0.037499428,22,35055,1850,44
0.133299828,8,29464,1313,45
0.046099663,32,43402,1121,64
0.091199875,85,78205,849,12
0.063099861,34,33615,8610,40
0.054499626,33,32966,6310,40
0.047499657,10,19971,18701,33
0.000599861,5,94608,3980,86
0.014200211,25,23701,4020,32
0.042999268,13,70380,1079,44
0.030200005,29,41240,431,49
0.35130024,34,77479,16535,12
0.060599327,20,7052,495,20
0.04279995,39,47240,454,49
0.05189991,21,87402,4601,95
0.118900299,18,79938,12244,12
0.05340004,21,10467,3455,20
0.0043993,15,92253,79405,92
0.136400223,30,45209,2729,49
0.115799904,13,21401,179,33
0.061100006,26,33966,9390,40
0.036099434,8,93552,38045,92
0.022800446,28,90670,10635,92
0.008299828,13,87114,10000,95
0.117500305,17,6810,7,36
0.045300484,46,22601,2022,32
0.023600578,9,29631,1067,45
0.093599319,30,31322,246,45
0.088100433,36,76148,8004,12
0.01720047,13,29406,7620,45
0.015599251,26,33615,8610,40
0.05439949,39,3042,25,36
0.128099442,26,40216,7001,49
0.110300064,24,93277,2038,86
0.02670002,22,48197,2423,64
0.014399529,33,35630,366,44
0.070799828,28,46614,1290,49
0.020800591,33,59718,2825,76
0.131100655,5,97086,12000,76
0.038899422,24,23228,9085,32
0.050000191,39,75180,12209,12
0.011400223,30,18045,2455,32
0.016400337,12,36571,1204,44
0.006900787,17,15205,1940,32
0.065299988,8,32003,1489,40
0.027000427,44,30066,50,45
0.01859951,36,54913,4301,56
0.016400337,4,23452,701,32
0.211099625,18,21228,5768,33
0.027499199,22,79707,4416,12
0.097500801,1,11234,2155,20
0.127200127,29,46037,8250,49
0.032500267,32,34243,91,40
0.180800438,13,78041,5300,12
0.02780056,13,19406,160,33
0.128900528,35,14216,2730,36
0.03030014,6,44646,2020,64
0.063899994,15,85032,12611,95
0.027499199,13,1082,350,36
0.190000534,13,21093,2137,33
0.066399574,17,11234,2155,20
0.164700508,27,1035,325,36
0.059200287,26,91763,9015,92
0.076700211,30,78254,6511,12
0.03219986,19,35476,5550,44
0.061600685,6,7748,778,20
0.227200508,5,19107,1018,33
0.117300034,33,53212,3907,56
0.016900063,13,17109,3875,32
0.01309967,12,73064,230,12
0.067800522,5,4401,663,36
0.049699783,21,53916,106,56
0.015900612,14,76544,4250,12
0.004699707,47,48642,6800,64
0.060800552,39,48604,5206,64
