ShipmentCount,YearNumber,MonthNumber,upscustomerid,OriginLocCode,DestLocCode,StandardWeightInKG
9,2014,12,7,CNTRL,PHX,4
15,2015,2,5,CNTRL,AMS,2
8,2014,12,5,CNTRL,SIN,3
19,2016,5,7,CNTRL,PDX,3197
11,2015,6,18,CNTRL,CKG,121
9,2015,3,8,CNTRL,ORD,150
24,2017,5,7,CNTRL,YYZ,2
13,2014,12,17,CNTRL,HKG,1
7,2014,8,7,CNTRL,TPE,4
8,2017,9,18,CNTRL,CKG,179
8,2015,4,8,CNTRL,ORD,238
17,2014,11,17,CNTRL,HOU,18
9,2015,6,5,CNTRL,SIN,4
40,2015,4,18,CNTRL,CKG,32
29,2017,6,18,CNTRL,CKG,62
10,2017,5,17,CNTRL,ELP,46
14,2018,1,17,CNTRL,PRG,1
7,2014,10,7,CNTRL,PHX,106
18,2016,12,17,CNTRL,HOU,8
12,2015,8,18,CNTRL,KUB,65
13,2014,12,17,CNTRL,SFO,13
7,2014,9,17,CNTRL,HOU,276
26,2017,12,18,CNTRL,CKG,41
11,2016,7,5,CNTRL,SDF,496
7,2017,6,17,CNTRL,ELP,198
12,2016,7,5,CNTRL,AMS,3
16,2014,9,7,CNTRL,SAN,331
9,2017,8,5,CNTRL,SHE,200
15,2017,5,17,CNTRL,ELP,181
20,2016,7,18,CNTRL,CKG,14
7,2015,9,18,CNTRL,CKG,101
42,2016,7,17,CNTRL,HOU,5
14,2015,6,3,CNTRL,ONT,15
15,2015,4,5,CNTRL,SIN,3
34,2015,6,17,CNTRL,HOU,9
8,2015,5,18,CNTRL,CKG,119
7,2015,2,7,CNTRL,SIN,3
9,2017,2,18,CNTRL,CKG,79
7,2015,7,8,CNTRL,ORD,2
7,2017,10,7,CNTRL,YYZ,4
12,2016,4,18,CNTRL,CKG,101
19,2015,3,5,CNTRL,AMS,1
11,2015,12,7,CNTRL,YYZ,4
10,2015,12,18,CNTRL,HKG,4
7,2015,6,18,CNTRL,CKG,297
21,2015,12,5,CNTRL,AMS,1
20,2015,11,17,CNTRL,SIN,12
7,2017,5,5,CNTRL,SDF,608
18,2018,1,18,CNTRL,CKG,108
8,2016,12,17,CNTRL,HOU,23
18,2014,12,5,CNTRL,AMS,3
16,2017,4,17,CNTRL,SFO,2
9,2018,1,18,CNTRL,CKG,85
16,2015,12,3,CNTRL,ONT,7
12,2016,5,5,CNTRL,SIN,2
21,2016,11,18,CNTRL,CKG,70
8,2016,9,5,CNTRL,SDF,728
12,2016,7,9,CNTRL,SGF,10909
51,2016,11,18,CNTRL,CKG,2
9,2017,8,17,CNTRL,ELP,37
10,2014,11,5,CNTRL,SDF,2
11,2015,1,17,CNTRL,HOU,33
12,2014,10,5,CNTRL,AMS,5
7,2015,2,5,CNTRL,AMS,6
9,2016,8,17,CNTRL,ELP,79
7,2014,10,5,CNTRL,AMS,71
49,2015,9,18,CNTRL,CKG,4
7,2017,7,18,CNTRL,CKG,587
66,2015,5,17,CNTRL,HOU,4
27,2017,9,18,CNTRL,CKG,13
7,2014,8,5,CNTRL,AMS,20
10,2016,3,7,CNTRL,PEN,1
8,2016,10,17,CNTRL,ELP,68
8,2014,9,7,CNTRL,YYZ,29
10,2017,8,18,CNTRL,CKG,276
9,2016,6,17,CNTRL,ELP,57
13,2015,2,17,CNTRL,SIN,1
8,2014,9,5,CNTRL,AMS,101
11,2018,1,5,CNTRL,SDF,44
8,2014,10,7,CNTRL,PEN,4
10,2015,2,5,CNTRL,SDF,728
8,2017,12,5,CNTRL,SZX,3
21,2016,1,18,CNTRL,CKG,53
13,2017,7,18,CNTRL,CKG,210
17,2014,10,18,CNTRL,CKG,34
29,2018,2,18,CNTRL,CKG,63
7,2016,3,8,CNTRL,ORD,179
70,2016,9,18,CNTRL,CKG,28
9,2017,2,17,CNTRL,ELP,22
8,2016,7,18,CNTRL,CKG,104
8,2017,5,17,CNTRL,ELP,174
20,2014,12,18,CNTRL,CKG,48
9,2014,8,17,CNTRL,HOU,33
19,2017,10,18,CNTRL,CKG,53
8,2016,7,17,CNTRL,ELP,71
7,2016,1,18,CNTRL,CKG,114
9,2015,3,5,CNTRL,SDF,4
10,2017,3,17,CNTRL,ELP,159
12,2015,12,17,CNTRL,SFO,9
12,2016,3,17,CNTRL,HOU,11
257,2017,5,18,CNTRL,CKG,3
14,2016,1,5,CNTRL,SIN,2
11,2017,1,5,CNTRL,SHA,5
7,2016,4,5,CNTRL,KUB,118
15,2017,7,18,CNTRL,CKG,69
21,2016,6,18,CNTRL,CKG,8
12,2015,7,18,CNTRL,CKG,172
7,2016,2,8,CNTRL,ORD,165
18,2014,12,17,CNTRL,HOU,1
12,2017,6,17,CNTRL,ELP,49
14,2016,6,17,CNTRL,ELP,77
9,2015,1,18,CNTRL,CKG,84
8,2017,7,5,CNTRL,SHA,3
56,2016,12,17,CNTRL,HOU,3
11,2016,10,5,CNTRL,AMS,1
7,2014,10,5,CNTRL,SIN,3
18,2017,3,7,CNTRL,PHX,2
16,2015,4,18,CNTRL,CKG,54
9,2015,2,7,CNTRL,YYZ,2
9,2015,7,17,CNTRL,HOU,44
11,2016,9,17,CNTRL,HOU,13
11,2017,3,17,CNTRL,HOU,17
15,2016,3,18,CNTRL,CKG,154
7,2017,1,18,CNTRL,CKG,252
15,2017,3,7,CNTRL,TPE,1
9,2015,12,18,CNTRL,CKG,195
8,2015,11,17,CNTRL,HOU,29
15,2017,8,17,CNTRL,ELP,57
180,2016,8,17,CNTRL,HOU,1
7,2015,2,7,CNTRL,ELP,31
8,2017,3,5,CNTRL,CLT,22
43,2016,4,18,CNTRL,CKG,51
8,2015,4,8,CNTRL,ORD,220
8,2014,9,5,CNTRL,AMS,56
7,2017,8,18,CNTRL,CKG,181
20,2015,1,5,CNTRL,AMS,1
11,2017,8,18,CNTRL,CKG,146
7,2016,7,7,CNTRL,YYZ,2
9,2016,6,5,CNTRL,AMS,4
25,2014,9,18,CNTRL,CKG,34
9,2015,12,3,CNTRL,EWR,25045
10,2017,10,5,CNTRL,SHA,5
7,2016,5,18,CNTRL,KUB,8
7,2015,12,5,CNTRL,AMS,12
19,2017,11,18,CNTRL,CKG,1
7,2015,6,18,CNTRL,CKG,95
12,2016,12,17,CNTRL,HOU,12
19,2014,9,18,CNTRL,KUB,10
7,2014,8,18,CNTRL,CKG,106
12,2015,3,3,CNTRL,ONT,15
40,2018,1,18,CNTRL,CKG,45
9,2016,7,18,CNTRL,CKG,22
9,2015,10,18,CNTRL,CKG,150
12,2015,8,17,CNTRL,HOU,3
8,2016,6,18,CNTRL,CKG,127
8,2014,9,8,CNTRL,ORD,165
39,2017,11,17,CNTRL,HOU,3
7,2016,7,5,CNTRL,SDF,11
10,2017,8,5,CNTRL,KUB,78
7,2015,1,8,CNTRL,ORD,154
10,2017,4,17,CNTRL,HOU,31
7,2017,9,7,CNTRL,ELP,66
11,2017,1,17,CNTRL,ELP,176
11,2014,10,18,CNTRL,CKG,115
12,2015,3,18,CNTRL,CKG,499
11,2016,6,3,CNTRL,MEM,4
7,2016,10,17,CNTRL,BUD,2
7,2017,2,17,CNTRL,ELP,75
9,2016,5,18,CNTRL,KUB,56
12,2016,11,18,CNTRL,CKG,142
60,2016,2,17,CNTRL,HOU,7
7,2016,3,7,CNTRL,YYZ,22
13,2014,9,18,CNTRL,CKG,147
10,2017,10,18,CNTRL,CKG,125
7,2015,3,18,CNTRL,KUB,126
11,2015,6,17,CNTRL,HOU,40
15,2017,7,17,CNTRL,ELP,20
7,2017,11,5,CNTRL,SDF,567
9,2014,8,7,CNTRL,PEN,1
15,2017,4,18,CNTRL,CKG,76
8,2014,12,18,CNTRL,CKG,151
37,2015,10,17,CNTRL,HOU,9
8,2017,5,17,CNTRL,ELP,37
8,2015,8,17,CNTRL,HOU,79
17,2015,1,3,CNTRL,STL,14462
29,2015,11,17,CNTRL,HOU,9
14,2016,12,18,CNTRL,CKG,112
7,2015,1,7,CNTRL,YYZ,29
7,2015,8,17,CNTRL,HOU,4
162,2016,12,17,CNTRL,SFO,2
22,2017,2,17,CNTRL,HOU,6
7,2017,11,17,CNTRL,SIN,31
7,2016,11,3,CNTRL,ATL,1093
9,2017,2,18,CNTRL,CKG,102
16,2014,10,18,CNTRL,CKG,89
11,2017,3,17,CNTRL,ELP,168
8,2015,1,18,CNTRL,CKG,717
8,2014,10,5,CNTRL,AMS,4
11,2014,10,7,CNTRL,SEA,243
8,2017,3,17,CNTRL,HOU,14
8,2016,1,7,CNTRL,TPE,6
15,2017,4,18,CNTRL,CKG,97
8,2017,8,17,CNTRL,ELP,35
13,2018,1,18,CNTRL,CKG,39
22,2017,3,18,CNTRL,CKG,121
7,2016,7,17,CNTRL,ELP,77
20,2016,2,9,CNTRL,SEL,8347
10,2015,2,18,CNTRL,CKG,43
8,2016,5,7,CNTRL,YYZ,2
9,2016,7,17,CNTRL,ELP,64
8,2017,9,18,CNTRL,KUB,38
18,2015,2,18,CNTRL,CKG,9
10,2015,2,17,CNTRL,PRG,7
11,2017,10,18,CNTRL,CKG,151
7,2016,1,5,CNTRL,SIN,4
12,2015,9,18,CNTRL,KUB,66
7,2014,10,18,CNTRL,KUB,72
14,2018,1,18,CNTRL,CKG,80
9,2015,4,5,CNTRL,AMS,4
7,2014,11,3,CNTRL,ONT,35
11,2017,4,5,CNTRL,SDF,496
8,2015,7,3,CNTRL,ONT,2
10,2014,12,5,CNTRL,AMS,5
7,2016,12,17,CNTRL,ELP,60
8,2016,9,17,CNTRL,ELP,9
7,2017,3,7,CNTRL,YYZ,2
7,2015,3,8,CNTRL,ORD,154
8,2017,6,18,CNTRL,CKG,200
20,2017,10,18,CNTRL,CKG,86
7,2017,4,8,CNTRL,ORD,287
10,2015,2,17,CNTRL,HOU,5
8,2015,9,3,CNTRL,ONT,2
42,2015,2,17,CNTRL,HOU,4
7,2014,9,18,CNTRL,KUB,80
8,2014,11,3,CNTRL,ONT,24
11,2015,2,3,CNTRL,ONT,20
15,2016,7,5,CNTRL,PHX,1213
13,2017,7,3,CNTRL,ONT,1
9,2017,12,7,CNTRL,YYZ,2
7,2014,9,18,CNTRL,KUB,15
24,2016,10,5,CNTRL,SHA,2
7,2016,5,3,CNTRL,ONT,24
14,2017,5,17,CNTRL,HOU,31
13,2014,12,7,CNTRL,YYZ,2
8,2015,1,17,CNTRL,HOU,3
9,2015,9,7,CNTRL,TPE,4
12,2017,3,17,CNTRL,ELP,20
7,2015,6,3,CNTRL,ONT,24
50,2015,2,17,CNTRL,SFO,2
10,2017,11,5,CNTRL,SDF,496
7,2014,10,5,CNTRL,AMS,17
9,2015,5,18,CNTRL,CKG,86
14,2015,7,9,CNTRL,BOS,1789
38,2015,3,17,CNTRL,HOU,13
42,2017,12,18,CNTRL,CKG,33
7,2016,9,5,CNTRL,AMS,4
11,2016,11,18,CNTRL,KUB,17
11,2017,5,18,CNTRL,CKG,97
14,2018,2,5,CNTRL,SHA,12
9,2015,2,5,CNTRL,SIN,4
8,2017,6,10,CNTRL,BUF,2646
7,2016,3,9,CNTRL,DLC,10612
8,2016,3,5,CNTRL,SIN,2
17,2016,4,18,CNTRL,CKG,48
10,2014,9,7,CNTRL,YYZ,4
34,2017,11,18,CNTRL,CKG,10
20,2017,5,18,CNTRL,CKG,62
46,2014,12,18,CNTRL,CKG,5
10,2014,9,3,CNTRL,ONT,44
17,2015,3,17,CNTRL,HOU,33
9,2015,11,18,CNTRL,CKG,63
14,2017,3,7,CNTRL,YYZ,9
9,2017,7,17,CNTRL,ELP,148
19,2014,9,3,CNTRL,ONT,4
30,2017,1,18,CNTRL,CKG,39
10,2016,4,4,CNTRL,SIN,39
8,2017,7,17,CNTRL,HOU,25
66,2017,2,5,CNTRL,SHA,3
10,2017,8,5,CNTRL,CLT,7
15,2016,9,5,CNTRL,SIN,2
10,2016,5,18,CNTRL,KUB,10
8,2016,2,8,CNTRL,ORD,265
8,2017,3,5,CNTRL,SDF,485
85,2015,5,17,CNTRL,SFO,2
10,2017,12,7,CNTRL,TPA,46
8,2015,3,5,CNTRL,SHE,1700
23,2017,10,18,CNTRL,CKG,55
11,2016,10,18,CNTRL,HKG,3
32,2018,2,5,CNTRL,SIN,1
7,2017,2,5,CNTRL,SDF,15
19,2016,1,5,CNTRL,SDF,496
7,2016,6,7,CNTRL,TPE,5
24,2015,9,17,CNTRL,HOU,9
11,2016,4,3,CNTRL,ONT,44
26,2017,7,18,CNTRL,CKG,77
28,2017,7,17,CNTRL,ELP,15
8,2017,1,17,CNTRL,ELP,33
8,2015,8,7,CNTRL,YYZ,2
10,2017,12,5,CNTRL,SDF,611
19,2017,6,18,CNTRL,CKG,110
13,2016,2,5,CNTRL,SHE,200
9,2015,6,18,CNTRL,CKG,222
24,2015,11,18,CNTRL,CKG,14
11,2015,9,8,CNTRL,ORD,198
14,2016,9,18,CNTRL,CKG,91
141,2015,12,17,CNTRL,SFO,2
7,2016,3,7,CNTRL,YYZ,7
14,2017,4,5,CNTRL,SIN,3
10,2016,5,18,CNTRL,KUB,45
7,2015,5,18,CNTRL,CKG,136
7,2017,11,18,CNTRL,CKG,172
15,2016,4,17,CNTRL,HOU,9
10,2016,7,17,CNTRL,ELP,4
9,2015,8,18,CNTRL,KUB,29
8,2017,5,17,CNTRL,ELP,24
8,2016,6,3,CNTRL,ONT,7
7,2014,11,18,CNTRL,CKG,26
7,2016,6,5,CNTRL,SIN,2
10,2017,5,7,CNTRL,PEN,2
136,2015,6,17,CNTRL,SFO,2
15,2018,1,18,CNTRL,CKG,147
7,2015,2,8,CNTRL,ORD,7
8,2016,11,17,CNTRL,ELP,95
7,2017,5,17,CNTRL,ELP,134
9,2016,11,18,CNTRL,NKG,171
8,2017,3,18,CNTRL,CKG,243
16,2016,4,9,CNTRL,SGF,4899
8,2014,10,8,CNTRL,ORD,157
30,2017,4,17,CNTRL,ELP,62
11,2016,3,17,CNTRL,HOU,7
27,2016,12,18,CNTRL,CKG,59
10,2015,6,18,CNTRL,CKG,129
14,2014,9,17,CNTRL,HOU,29
7,2015,3,8,CNTRL,ORD,324
75,2018,1,17,CNTRL,HOU,3
8,2016,4,17,CNTRL,HOU,15
10,2017,11,5,CNTRL,SDF,4
9,2016,5,17,CNTRL,SIN,2
11,2017,5,17,CNTRL,ELP,57
9,2015,4,8,CNTRL,ORD,198
13,2017,11,18,CNTRL,CKG,105
7,2017,3,5,CNTRL,SDF,15
7,2015,11,5,CNTRL,SDF,4
13,2018,1,17,CNTRL,HOU,7
13,2014,8,17,CNTRL,HOU,3
12,2017,2,18,CNTRL,CKG,121
7,2016,8,17,CNTRL,ELP,185
10,2015,7,17,CNTRL,HOU,79
12,2016,4,3,CNTRL,ONT,24
7,2016,1,7,CNTRL,SEA,320
9,2016,5,18,CNTRL,CKG,127
8,2017,3,18,CNTRL,CKG,278
7,2016,7,17,CNTRL,ELP,207
39,2018,1,18,CNTRL,CKG,63
21,2015,4,17,CNTRL,HOU,24
7,2014,12,7,CNTRL,MKC,11
11,2015,4,5,CNTRL,AMS,5
25,2017,11,18,CNTRL,CKG,56
11,2017,11,17,CNTRL,HOU,25
32,2016,11,7,CNTRL,YYZ,2
7,2015,4,7,CNTRL,TPE,1
9,2014,9,18,CNTRL,KUB,100
9,2015,7,3,CNTRL,ONT,49
17,2016,11,18,CNTRL,CKG,19
8,2017,4,5,CNTRL,SIN,10
12,2016,4,7,CNTRL,YYZ,9
7,2014,8,7,CNTRL,SIN,34
8,2015,6,17,CNTRL,HOU,57
9,2016,6,5,CNTRL,PHX,1219
12,2017,1,18,CNTRL,CKG,8
7,2015,10,17,CNTRL,SFO,13
8,2016,3,3,CNTRL,ONT,4
46,2015,10,5,CNTRL,SIN,1
7,2017,6,17,CNTRL,ELP,84
13,2015,9,7,CNTRL,YYZ,7
8,2017,5,18,CNTRL,KUB,30
42,2014,11,18,CNTRL,KUB,6
26,2015,10,5,CNTRL,SIN,2
15,2015,6,17,CNTRL,HOU,26
7,2016,5,18,CNTRL,CKG,308
10,2016,7,3,CNTRL,ONT,11
15,2016,6,17,CNTRL,ELP,60
7,2015,4,7,CNTRL,PHX,9
11,2015,6,18,CNTRL,CKG,93
22,2015,5,17,CNTRL,HOU,24
30,2015,6,17,CNTRL,SIN,1
14,2014,12,17,CNTRL,HOU,132
10,2016,9,17,CNTRL,HOU,8
7,2017,2,5,CNTRL,CLT,22
9,2016,4,5,CNTRL,PHX,1224
22,2015,4,7,CNTRL,SAN,331
17,2014,11,5,CNTRL,AMS,4
8,2014,12,18,CNTRL,CKG,131
7,2015,7,5,CNTRL,SIN,7
12,2016,12,17,CNTRL,ELP,77
8,2017,11,17,CNTRL,HOU,13
7,2016,6,7,CNTRL,PRG,4
11,2014,12,17,CNTRL,SIN,1
10,2017,2,5,CNTRL,SHE,130
7,2014,10,17,CNTRL,HOU,121
20,2015,7,5,CNTRL,AMS,1
12,2017,12,18,CNTRL,CKG,92
7,2016,8,17,CNTRL,BUD,14
7,2017,1,5,CNTRL,SDF,485
7,2016,1,9,CNTRL,BOS,3293
8,2017,11,7,CNTRL,PHX,9
32,2016,2,18,CNTRL,CKG,27
7,2015,6,18,CNTRL,CKG,353
9,2014,12,17,CNTRL,HOU,40
22,2014,12,17,CNTRL,HOU,15
7,2015,8,17,CNTRL,HOU,132
72,2017,12,18,CNTRL,CKG,72
7,2014,9,18,CNTRL,CKG,122
160,2015,11,17,CNTRL,SFO,2
8,2015,11,3,CNTRL,ONT,15
10,2017,2,17,CNTRL,ELP,31
18,2015,12,5,CNTRL,SDF,496
73,2015,3,17,CNTRL,HOU,4
13,2015,3,7,CNTRL,PHX,106
8,2015,3,5,CNTRL,AMS,99
15,2015,10,17,CNTRL,HOU,18
8,2016,3,18,CNTRL,CKG,525
16,2017,12,17,CNTRL,HOU,6
7,2014,10,5,CNTRL,SDF,485
32,2016,2,17,CNTRL,HOU,1
8,2016,5,17,CNTRL,ELP,146
15,2016,10,17,CNTRL,HOU,8
38,2015,5,17,CNTRL,SFO,4
36,2015,12,7,CNTRL,YYZ,2
17,2014,11,17,CNTRL,HOU,2
7,2014,10,5,CNTRL,SDF,2
7,2018,1,5,CNTRL,SIN,6
10,2015,8,17,CNTRL,HOU,6
10,2017,1,18,CNTRL,CKG,96
15,2014,12,18,CNTRL,CKG,58
7,2015,2,5,CNTRL,SIN,2
10,2017,6,18,CNTRL,CKG,154
11,2017,9,5,CNTRL,SZX,1544
9,2016,2,17,CNTRL,HOU,3
9,2016,11,17,CNTRL,ELP,205
7,2016,1,5,CNTRL,SDF,2
14,2017,5,7,CNTRL,YYZ,9
50,2017,4,17,CNTRL,HOU,3
14,2016,10,17,CNTRL,ELP,55
11,2016,11,5,CNTRL,SIN,4
10,2015,2,7,CNTRL,ELP,15
29,2016,12,5,CNTRL,SHA,4
7,2016,5,3,CNTRL,ONT,11
12,2017,2,17,CNTRL,ELP,20
8,2016,11,17,CNTRL,ELP,192
68,2016,3,9,CNTRL,DLC,9974
11,2014,12,18,CNTRL,CKG,171
7,2016,4,18,CNTRL,CKG,145
14,2016,12,5,CNTRL,SHE,200
10,2014,9,17,CNTRL,HOU,35
13,2016,3,9,CNTRL,DLC,10332
7,2015,2,7,CNTRL,PHX,375
11,2015,8,18,CNTRL,CKG,78
18,2014,12,18,CNTRL,CKG,124
9,2016,7,17,CNTRL,HOU,10
8,2016,11,18,CNTRL,CKG,641
7,2015,2,17,CNTRL,HOU,44
7,2017,7,3,CNTRL,MEM,4
15,2018,1,17,CNTRL,HOU,6
9,2016,8,9,CNTRL,YUL,2586
9,2015,11,18,CNTRL,CKG,104
15,2016,2,9,CNTRL,SEL,9226
7,2014,10,5,CNTRL,AMS,11
11,2016,10,18,CNTRL,CKG,228
7,2015,9,7,CNTRL,CTU,40
13,2017,9,17,CNTRL,ELP,15
9,2017,6,17,CNTRL,ELP,201
7,2017,8,5,CNTRL,KUB,8
7,2017,8,5,CNTRL,KUB,43
11,2014,9,17,CNTRL,HOU,121
7,2014,12,7,CNTRL,SIN,17
10,2014,12,18,CNTRL,KUB,51
7,2017,3,17,CNTRL,ELP,44
10,2015,3,3,CNTRL,STL,13605
7,2017,8,17,CNTRL,HOU,25
10,2016,11,17,CNTRL,ELP,84
8,2015,3,7,CNTRL,PEN,1
18,2016,11,18,CNTRL,CKG,103
9,2017,11,7,CNTRL,ELP,117
7,2016,4,18,CNTRL,KUB,50
7,2015,2,17,CNTRL,HOU,71
8,2014,12,17,CNTRL,HOU,88
14,2016,7,17,CNTRL,ELP,75
10,2017,12,7,CNTRL,BUH,79
10,2016,7,18,CNTRL,CKG,99
8,2015,2,7,CNTRL,SAN,1323
18,2018,2,18,CNTRL,CKG,41
21,2017,12,17,CNTRL,HOU,5
24,2016,6,5,CNTRL,SIN,3
13,2017,8,5,CNTRL,KUB,4
25,2016,3,17,CNTRL,SFO,7
25,2018,1,5,CNTRL,SIN,2
13,2014,10,18,CNTRL,CKG,49
23,2016,7,18,CNTRL,CKG,35
11,2017,8,5,CNTRL,SIN,5
12,2015,11,18,CNTRL,CKG,102
40,2016,11,17,CNTRL,HOU,4
7,2016,6,9,CNTRL,LAX,4662
17,2015,4,5,CNTRL,SIN,2
8,2014,8,5,CNTRL,SDF,507
52,2016,12,5,CNTRL,SHA,3
9,2015,7,18,CNTRL,KUB,94
10,2016,7,18,CNTRL,CKG,220
46,2016,3,17,CNTRL,HOU,2
20,2017,5,17,CNTRL,HOU,6
12,2016,8,5,CNTRL,AMS,2
8,2016,7,18,CNTRL,CKG,175
8,2016,7,17,CNTRL,ELP,198
11,2017,12,8,CNTRL,SLC,77
19,2015,9,18,CNTRL,CKG,77
7,2014,8,7,CNTRL,PEN,2
17,2015,2,5,CNTRL,SIN,1
12,2016,6,3,CNTRL,ONT,11
16,2016,8,18,CNTRL,CKG,91
16,2015,3,5,CNTRL,SHE,3000
10,2015,11,17,CNTRL,HOU,33
30,2016,11,5,CNTRL,SIN,3
44,2017,8,18,CNTRL,CKG,34
9,2017,4,18,CNTRL,KUB,42
9,2015,4,17,CNTRL,SFO,31
7,2014,12,7,CNTRL,SAN,397
8,2016,9,18,CNTRL,KUB,62
9,2016,6,17,CNTRL,SFO,9
17,2017,6,7,CNTRL,YYZ,2
22,2017,8,18,CNTRL,CKG,23
18,2017,9,18,CNTRL,CKG,119
14,2016,4,5,CNTRL,SHA,1
12,2015,1,5,CNTRL,SDF,4
16,2016,4,3,CNTRL,ONT,11
20,2016,12,17,CNTRL,ELP,13
7,2014,9,7,CNTRL,YYZ,88
10,2017,11,17,CNTRL,SFO,2
7,2017,6,5,CNTRL,SHA,8
7,2017,10,5,CNTRL,SIN,3
14,2017,12,17,CNTRL,HOU,9
19,2017,3,17,CNTRL,ELP,71
10,2014,10,5,CNTRL,SIN,2
40,2016,4,18,CNTRL,CKG,29
45,2016,5,18,CNTRL,CKG,40
25,2015,8,17,CNTRL,HOU,11
14,2015,11,5,CNTRL,SIN,1
20,2015,8,5,CNTRL,AMS,1
22,2014,10,17,CNTRL,HOU,2
8,2017,6,17,CNTRL,ELP,159
9,2017,3,18,CNTRL,CKG,167
10,2016,11,17,CNTRL,ELP,46
9,2014,12,3,CNTRL,ONT,15
8,2017,5,5,CNTRL,SIN,6
22,2016,2,17,CNTRL,HOU,18
12,2016,11,5,CNTRL,SDF,337
13,2016,12,5,CNTRL,SIN,4
8,2014,12,17,CNTRL,BUD,2
70,2017,6,18,CNTRL,CKG,2
33,2015,9,17,CNTRL,SFO,4
8,2016,3,7,CNTRL,PHX,375
13,2015,3,5,CNTRL,SIN,1
11,2015,3,18,CNTRL,CKG,111
7,2016,12,17,CNTRL,ELP,18
60,2016,3,17,CNTRL,HOU,3
9,2015,3,5,CNTRL,SHE,88
7,2014,9,5,CNTRL,AMS,57
11,2017,8,17,CNTRL,HOU,13
7,2016,4,5,CNTRL,POU,12831
13,2015,10,18,CNTRL,KUB,6
7,2016,3,3,CNTRL,ONT,2
9,2016,9,5,CNTRL,SDF,606
8,2016,6,18,CNTRL,CKG,137
7,2015,8,8,CNTRL,ORD,176
11,2017,12,7,CNTRL,TYO,9
11,2016,4,18,CNTRL,CKG,155
12,2016,11,18,CNTRL,KUB,57
16,2015,6,5,CNTRL,AMS,2
43,2016,3,18,CNTRL,CKG,60
7,2017,8,18,CNTRL,CKG,136
12,2015,5,17,CNTRL,HOU,31
12,2014,11,18,CNTRL,CKG,68
10,2018,1,5,CNTRL,SHA,9
12,2014,12,17,CNTRL,HOU,5
7,2015,11,17,CNTRL,HOU,4
32,2014,11,17,CNTRL,HOU,7
8,2015,2,7,CNTRL,PHX,485
8,2017,6,7,CNTRL,PHX,9
19,2015,4,17,CNTRL,HOU,20
16,2017,6,17,CNTRL,ELP,77
27,2015,9,17,CNTRL,HOU,15
7,2017,2,7,CNTRL,PEN,2
12,2017,4,18,CNTRL,KUB,34
9,2015,3,5,CNTRL,SIN,4
9,2018,2,18,CNTRL,CKG,124
8,2016,1,17,CNTRL,HOU,35
12,2017,6,18,CNTRL,CKG,497
8,2016,1,17,CNTRL,HOU,31
8,2015,9,7,CNTRL,PHX,9
8,2015,12,7,CNTRL,PEN,2
27,2016,5,5,CNTRL,SDF,496
12,2015,6,5,CNTRL,AMS,4
8,2017,7,17,CNTRL,ELP,40
9,2017,2,5,CNTRL,SHA,4
12,2015,2,17,CNTRL,HOU,33
8,2016,3,5,CNTRL,SDF,11
10,2017,4,8,CNTRL,SLC,77
117,2015,7,17,CNTRL,SFO,2
10,2015,3,18,CNTRL,CKG,266
9,2017,3,7,CNTRL,PEN,2
42,2017,1,17,CNTRL,ELP,11
8,2014,9,7,CNTRL,YYZ,26
8,2015,9,5,CNTRL,AMS,32
7,2015,7,18,CNTRL,KUB,41
7,2017,4,18,CNTRL,CKG,238
52,2016,9,18,CNTRL,CKG,34
75,2016,4,17,CNTRL,HOU,3
7,2016,5,3,CNTRL,BOS,4
23,2015,10,18,CNTRL,CKG,14
7,2014,8,7,CNTRL,PEN,5
8,2016,8,5,CNTRL,PHX,1246
11,2015,2,7,CNTRL,TPA,55
14,2018,1,18,CNTRL,CKG,129
20,2017,2,5,CNTRL,SIN,1
7,2016,10,5,CNTRL,SDF,584
36,2016,10,18,CNTRL,CKG,49
8,2015,6,7,CNTRL,BUF,2756
9,2015,2,5,CNTRL,SDF,7
8,2017,10,18,CNTRL,CKG,114
7,2016,2,18,CNTRL,CKG,353
8,2017,12,5,CNTRL,SDF,739
10,2016,2,18,CNTRL,CKG,255
12,2017,8,18,CNTRL,CKG,143
7,2014,8,3,CNTRL,ONT,31
7,2017,8,8,CNTRL,ORD,165
24,2017,2,18,CNTRL,CKG,52
42,2016,10,17,CNTRL,HOU,4
7,2016,3,18,CNTRL,KUB,96
12,2017,5,18,CNTRL,CKG,106
9,2017,10,17,CNTRL,HOU,19
25,2014,11,5,CNTRL,AMS,1
15,2017,6,5,CNTRL,SIN,1
109,2015,3,17,CNTRL,SFO,2
18,2016,8,18,CNTRL,CKG,74
27,2016,9,18,CNTRL,CKG,47
27,2016,10,18,CNTRL,CKG,44
19,2014,9,17,CNTRL,HOU,2
14,2017,3,7,CNTRL,PHX,4
8,2015,10,18,CNTRL,CKG,71
15,2016,10,18,CNTRL,CKG,67
11,2015,3,18,CNTRL,HKG,4
9,2014,12,18,CNTRL,KUB,27
7,2016,3,5,CNTRL,SHE,92
7,2015,11,9,CNTRL,SGN,14658
24,2017,2,18,CNTRL,CKG,38
7,2016,5,4,CNTRL,DUB,10
19,2015,10,18,CNTRL,CKG,36
14,2017,12,7,CNTRL,PEN,1
14,2018,1,17,CNTRL,SIN,37
8,2018,1,5,CNTRL,SHA,11
7,2016,6,9,CNTRL,SGN,12478
13,2015,3,7,CNTRL,MKC,7
