ShipmentCount,YearNumber,MonthNumber,upsid,OriginLocCode,DestLocCode,StandardWeightInKG
10,2017,12,5,CNTRL,SDF,492
10,2016,6,9,CNTRL,DLC,10861
39,2015,1,18,CNTRL,CKG,27
13,2018,2,18,CNTRL,CKG,65
12,2016,5,18,CNTRL,CKG,110
11,2015,8,18,CNTRL,CKG,10
10,2016,6,18,CNTRL,CKG,99
7,2015,4,18,CNTRL,KUB,49
7,2014,9,18,CNTRL,CKG,123
12,2016,5,18,CNTRL,CKG,133
49,2014,12,18,CNTRL,CKG,76
11,2017,11,18,CNTRL,CKG,101
8,2015,6,7,CNTRL,BUF,2756
16,2017,9,18,CNTRL,KUB,29
11,2014,9,18,CNTRL,CKG,148
30,2016,12,18,CNTRL,CKG,72
53,2017,8,18,CNTRL,CKG,32
15,2017,6,17,CNTRL,ELP,20
8,2015,11,18,CNTRL,HKG,9
8,2015,5,18,CNTRL,CKG,85
12,2014,12,17,CNTRL,HOU,4
22,2014,12,18,CNTRL,CKG,51
7,2015,10,7,CNTRL,PHX,9
18,2017,2,18,CNTRL,CKG,122
8,2015,9,18,CNTRL,KUB,34
31,2014,8,17,CNTRL,SFO,4
31,2016,6,18,CNTRL,CKG,56
24,2015,2,3,CNTRL,STL,14462
42,2016,3,18,CNTRL,CKG,59
13,2017,8,18,CNTRL,CKG,108
17,2015,11,5,CNTRL,SIN,3
14,2015,9,18,CNTRL,CKG,115
8,2016,3,18,CNTRL,KUB,3
26,2016,5,9,CNTRL,DLC,10860
7,2015,5,3,CNTRL,ONT,2
9,2017,8,18,CNTRL,CKG,188
10,2016,7,18,CNTRL,KUB,26
10,2015,8,18,CNTRL,KUB,10
9,2017,11,18,CNTRL,CKG,137
7,2014,9,8,CNTRL,ORD,176
8,2017,12,18,CNTRL,CKG,161
8,2017,4,17,CNTRL,ELP,203
15,2015,12,18,CNTRL,CKG,69
7,2016,10,18,CNTRL,CKG,231
7,2017,6,18,CNTRL,CKG,524
46,2015,10,5,CNTRL,SIN,1
14,2016,10,7,CNTRL,YYZ,9
8,2017,8,18,CNTRL,CKG,130
14,2017,11,18,CNTRL,CKG,123
24,2015,5,18,CNTRL,CKG,88
14,2017,12,17,CNTRL,SIN,37
15,2014,8,18,CNTRL,HKG,2
7,2014,10,7,CNTRL,PHX,496
8,2016,4,18,CNTRL,KUB,48
10,2015,12,18,CNTRL,KUB,76
193,2017,1,17,CNTRL,HOU,1
13,2014,8,17,CNTRL,HOU,3
14,2015,8,18,CNTRL,CKG,63
8,2017,5,18,CNTRL,CKG,149
13,2016,12,18,CNTRL,KUB,12
8,2016,5,17,CNTRL,ELP,75
25,2017,1,5,CNTRL,SIN,2
12,2016,9,18,CNTRL,CKG,74
20,2014,12,18,CNTRL,CKG,48
12,2017,1,18,CNTRL,CKG,107
7,2016,3,5,CNTRL,AMS,2
14,2015,1,18,CNTRL,KUB,7
35,2018,1,18,CNTRL,CKG,27
19,2014,9,3,CNTRL,ONT,4
23,2016,4,18,CNTRL,HKG,2
31,2015,5,18,CNTRL,CKG,35
9,2016,5,18,CNTRL,CKG,93
10,2017,12,18,CNTRL,CKG,95
11,2015,9,18,CNTRL,CKG,147
11,2016,12,17,CNTRL,SIN,1
7,2014,11,18,CNTRL,CKG,145
10,2017,2,18,CNTRL,CKG,88
12,2016,10,18,CNTRL,CKG,147
12,2016,10,18,CNTRL,CKG,8
8,2015,8,18,CNTRL,KUB,50
26,2016,6,18,CNTRL,CKG,43
45,2016,9,18,CNTRL,CKG,33
10,2017,5,18,CNTRL,CKG,85
36,2015,3,17,CNTRL,HOU,18
7,2015,8,18,CNTRL,CKG,116
23,2017,11,18,CNTRL,KUB,6
14,2017,10,18,CNTRL,CKG,122
12,2016,2,18,CNTRL,CKG,76
9,2017,11,18,CNTRL,CKG,111
46,2017,2,17,CNTRL,ELP,7
8,2016,5,18,CNTRL,HKG,34
7,2015,8,7,CNTRL,YYZ,26
9,2016,8,18,CNTRL,CKG,172
7,2015,5,9,CNTRL,SGN,14658
9,2014,12,17,CNTRL,HOU,3
24,2016,8,9,CNTRL,BOS,8421
8,2014,10,8,CNTRL,ORD,157
12,2015,10,18,CNTRL,CKG,125
13,2017,2,5,CNTRL,SIN,2
22,2018,2,18,CNTRL,CKG,39
7,2014,9,18,CNTRL,KUB,27
13,2016,1,17,CNTRL,HOU,33
7,2014,9,18,CNTRL,CKG,5
8,2016,8,17,CNTRL,ELP,115
18,2017,5,18,CNTRL,CKG,19
16,2015,2,5,CNTRL,SFO,110
9,2014,10,18,CNTRL,CKG,146
12,2016,6,17,CNTRL,ELP,51
8,2017,7,18,CNTRL,KUB,5
11,2015,6,18,CNTRL,KUB,3638
10,2015,2,18,CNTRL,CKG,43
35,2017,3,18,CNTRL,CKG,44
13,2016,6,5,CNTRL,AMS,2
8,2014,8,18,CNTRL,CKG,49
18,2016,5,18,CNTRL,CKG,61
66,2016,11,18,CNTRL,CKG,30
30,2017,1,18,CNTRL,CKG,39
9,2016,7,18,CNTRL,CKG,56
15,2015,12,18,CNTRL,CKG,141
29,2017,8,18,CNTRL,CKG,52
9,2014,12,18,CNTRL,CKG,331
55,2016,8,18,CNTRL,CKG,40
8,2017,8,18,CNTRL,CKG,184
18,2016,7,18,CNTRL,CKG,58
10,2015,10,18,CNTRL,KUB,7
22,2016,12,18,CNTRL,CKG,68
22,2017,10,18,CNTRL,CKG,50
18,2017,6,17,CNTRL,ELP,35
11,2017,3,18,CNTRL,CKG,82
8,2017,10,18,CNTRL,CKG,163
7,2015,2,17,CNTRL,HOU,71
17,2016,2,18,CNTRL,CKG,73
8,2017,6,18,CNTRL,CKG,172
29,2018,1,5,CNTRL,SIN,1
11,2016,6,18,CNTRL,HKG,15
37,2017,5,18,CNTRL,CKG,35
40,2016,11,18,CNTRL,CKG,50
7,2015,8,18,CNTRL,CKG,16
10,2017,12,5,CNTRL,SDF,611
17,2016,11,18,CNTRL,CKG,105
8,2017,2,17,CNTRL,ELP,49
8,2016,11,18,CNTRL,CKG,146
8,2017,5,18,CNTRL,CKG,519
7,2016,6,5,CNTRL,SDF,26
23,2017,10,18,CNTRL,CKG,16
14,2015,12,18,CNTRL,CKG,99
25,2015,3,18,CNTRL,CKG,15
27,2016,9,18,CNTRL,CKG,45
7,2016,12,18,CNTRL,CKG,128
22,2014,10,18,CNTRL,CKG,77
8,2015,2,7,CNTRL,PHX,485
23,2017,11,18,CNTRL,CKG,69
14,2016,8,18,CNTRL,KUB,26
13,2014,12,18,CNTRL,CKG,24
12,2017,2,7,CNTRL,YYZ,2
14,2016,8,18,CNTRL,CKG,14
27,2017,4,18,CNTRL,CKG,50
73,2016,3,18,CNTRL,CKG,36
7,2016,1,5,CNTRL,SIN,1
13,2017,8,18,CNTRL,KUB,41
7,2017,6,18,CNTRL,CKG,179
8,2017,11,18,CNTRL,CKG,196
7,2017,10,18,CNTRL,CKG,132
7,2014,10,18,CNTRL,CKG,625
8,2015,5,7,CNTRL,SAN,198
9,2014,10,18,CNTRL,CKG,2
7,2015,4,18,CNTRL,CKG,96
10,2016,2,18,CNTRL,CKG,20
14,2017,2,18,CNTRL,HKG,2
36,2015,7,18,CNTRL,CKG,34
12,2015,3,18,CNTRL,CKG,500
24,2017,7,17,CNTRL,ELP,79
20,2015,6,3,CNTRL,STL,13605
33,2017,7,17,CNTRL,ELP,4
19,2017,11,18,CNTRL,CKG,118
14,2016,2,18,CNTRL,CKG,54
39,2018,2,18,CNTRL,CKG,4
10,2016,8,18,CNTRL,CKG,126
14,2014,9,18,CNTRL,CKG,47
7,2017,8,17,CNTRL,ELP,40
9,2016,12,18,CNTRL,CKG,106
7,2015,5,18,CNTRL,CKG,17637
13,2015,12,3,CNTRL,ONT,15
7,2015,8,18,CNTRL,CKG,113
10,2014,10,17,CNTRL,HOU,110
18,2017,1,5,CNTRL,SIN,3
20,2017,3,17,CNTRL,ELP,15
16,2016,4,18,CNTRL,CKG,54
15,2015,5,18,CNTRL,CKG,67
8,2017,1,17,CNTRL,SFO,4
7,2017,9,18,CNTRL,KUB,33
9,2015,8,18,CNTRL,CKG,109
17,2017,3,17,CNTRL,ELP,77
13,2015,1,18,CNTRL,KUB,26
49,2017,9,18,CNTRL,CKG,28
7,2015,1,5,CNTRL,AMS,6
18,2015,7,18,CNTRL,CKG,78
13,2015,6,18,CNTRL,KUB,7
18,2015,2,18,CNTRL,CKG,15
8,2015,8,18,CNTRL,CKG,18
7,2014,8,3,CNTRL,ONT,31
12,2014,8,17,CNTRL,ELP,2
13,2017,9,18,CNTRL,CKG,105
11,2017,2,18,CNTRL,CKG,92
7,2016,5,18,CNTRL,CKG,219
14,2016,10,18,CNTRL,CKG,17
23,2015,3,18,CNTRL,CKG,34
22,2016,9,17,CNTRL,ELP,2
19,2018,2,18,CNTRL,CKG,83
7,2015,3,10,CNTRL,LON,14
17,2016,5,17,CNTRL,ELP,51
35,2014,12,17,CNTRL,SFO,7
15,2017,10,18,CNTRL,CKG,77
16,2017,8,17,CNTRL,ELP,33
7,2016,7,18,CNTRL,CKG,625
22,2018,2,10,CNTRL,MEX,98037
14,2017,7,17,CNTRL,ELP,31
8,2015,12,18,CNTRL,CKG,109
8,2017,6,18,CNTRL,CKG,139
25,2016,9,18,CNTRL,KUB,4
27,2016,10,18,CNTRL,CKG,41
35,2016,10,18,CNTRL,CKG,10
13,2016,10,18,CNTRL,CKG,78
10,2017,2,18,CNTRL,CKG,14
11,2017,11,18,CNTRL,CKG,153
7,2015,5,7,CNTRL,YYZ,4
34,2015,6,17,CNTRL,HOU,9
10,2017,10,18,CNTRL,CKG,164
8,2016,12,17,CNTRL,ELP,84
14,2017,12,18,CNTRL,CKG,83
15,2014,12,18,CNTRL,CKG,132
7,2016,6,18,CNTRL,CKG,131
15,2016,2,18,CNTRL,CKG,43
12,2015,1,18,CNTRL,CKG,92
16,2015,2,17,CNTRL,HOU,26
10,2016,8,18,CNTRL,CKG,111
10,2015,11,18,CNTRL,CKG,118
21,2018,2,18,CNTRL,CKG,56
7,2014,9,18,CNTRL,ELP,86
8,2014,10,7,CNTRL,SAN,2513
46,2017,7,18,CNTRL,CKG,38
7,2018,1,18,CNTRL,CKG,122
14,2017,5,17,CNTRL,ELP,75
32,2017,11,18,CNTRL,CKG,13
22,2015,11,18,CNTRL,CKG,30
33,2015,12,18,CNTRL,CKG,74
27,2015,12,18,CNTRL,CKG,50
222,2017,1,18,CNTRL,CKG,3
43,2015,11,18,CNTRL,CKG,5
19,2016,3,9,CNTRL,DLC,10860
44,2016,11,18,CNTRL,CKG,40
14,2015,1,18,CNTRL,CKG,116
9,2016,8,17,CNTRL,SIN,2
9,2017,11,5,CNTRL,AMS,1
12,2017,11,18,CNTRL,CKG,148
10,2017,10,18,CNTRL,KUB,3
9,2017,1,17,CNTRL,ELP,79
8,2017,6,17,CNTRL,ELP,159
13,2016,3,9,CNTRL,DLC,10332
42,2016,5,18,CNTRL,CKG,47
15,2015,10,18,CNTRL,CKG,10
7,2014,9,5,CNTRL,AMS,9
9,2017,5,17,CNTRL,HOU,12
7,2017,5,18,CNTRL,KUB,34
16,2014,12,18,CNTRL,CKG,117
8,2017,2,17,CNTRL,ELP,201
7,2016,4,18,CNTRL,CKG,109
36,2014,11,17,CNTRL,HOU,1
52,2017,9,18,CNTRL,CKG,6
8,2015,3,18,CNTRL,CKG,285
8,2017,6,18,CNTRL,CKG,611
7,2017,12,17,CNTRL,HOU,18
20,2015,1,18,CNTRL,CKG,112
13,2015,4,18,CNTRL,KUB,10
29,2014,9,17,CNTRL,HOU,9
10,2015,4,18,CNTRL,CKG,57
7,2016,10,18,CNTRL,CKG,76
12,2017,3,17,CNTRL,ELP,20
20,2015,9,18,CNTRL,CKG,30
10,2016,1,18,CNTRL,CKG,82
26,2016,3,18,CNTRL,CKG,11
23,2016,12,18,CNTRL,CKG,123
7,2016,6,18,CNTRL,CKG,138
9,2015,4,17,CNTRL,HOU,26
8,2014,12,18,CNTRL,KUB,47
8,2017,9,18,CNTRL,CKG,643
7,2015,8,18,CNTRL,CKG,49
8,2016,9,4,CNTRL,MTY,10650
18,2017,12,5,CNTRL,SHA,5
16,2014,10,18,CNTRL,CKG,142
102,2016,10,18,CNTRL,NKG,291
7,2016,6,18,CNTRL,CKG,342
13,2017,12,18,CNTRL,CKG,149
9,2015,4,17,CNTRL,HOU,33
34,2017,6,18,CNTRL,KUB,4
7,2015,7,18,CNTRL,CKG,422
18,2017,2,18,CNTRL,CKG,149
7,2014,10,18,CNTRL,KUB,93
9,2017,2,18,CNTRL,CKG,167
53,2017,2,17,CNTRL,HOU,2
62,2015,12,18,CNTRL,CKG,37
7,2017,2,18,CNTRL,CKG,212
8,2014,9,18,CNTRL,CKG,10
7,2015,3,18,CNTRL,CKG,131
15,2017,5,18,CNTRL,KUB,5
15,2017,8,5,CNTRL,KUB,1
36,2017,6,18,CNTRL,CKG,64
22,2016,4,18,CNTRL,CKG,8
13,2016,3,18,CNTRL,CKG,75
20,2017,12,18,CNTRL,CKG,99
11,2017,3,18,CNTRL,KUB,5
35,2016,12,5,CNTRL,SIN,3
8,2016,8,18,CNTRL,CKG,129
12,2014,11,18,CNTRL,CKG,108
7,2016,1,5,CNTRL,SDF,9
7,2015,2,18,CNTRL,CKG,240
20,2015,5,18,CNTRL,KUB,10
20,2014,9,18,CNTRL,CKG,66
31,2015,11,18,CNTRL,CKG,29
25,2017,8,18,CNTRL,CKG,56
19,2017,7,18,CNTRL,KUB,40
40,2016,4,17,CNTRL,HOU,4
36,2014,12,18,CNTRL,CKG,37
25,2016,3,18,CNTRL,CKG,42
128,2016,11,17,CNTRL,HOU,1
7,2015,8,18,CNTRL,CKG,164
27,2016,7,18,CNTRL,CKG,75
7,2014,8,18,CNTRL,CKG,106
10,2015,11,17,CNTRL,HOU,33
9,2016,7,18,CNTRL,KUB,44
13,2017,10,18,CNTRL,CKG,20
21,2018,2,18,CNTRL,CKG,57
7,2015,7,18,CNTRL,KUB,84
8,2017,11,18,CNTRL,CKG,204
14,2017,1,18,CNTRL,CKG,131
8,2015,1,18,CNTRL,CKG,105
12,2014,12,18,CNTRL,HKG,3
15,2017,12,18,CNTRL,CKG,88
7,2016,9,18,CNTRL,KUB,55
7,2014,12,17,CNTRL,HOU,198
8,2014,9,18,CNTRL,KUB,33
11,2017,12,5,CNTRL,SHA,3
25,2017,1,18,CNTRL,CKG,32
20,2015,2,18,CNTRL,CKG,64
20,2016,8,17,CNTRL,ELP,2
21,2015,10,18,CNTRL,CKG,37
24,2017,6,18,CNTRL,CKG,55
16,2016,4,18,CNTRL,CKG,267
8,2015,7,7,CNTRL,PHX,11
9,2017,9,18,CNTRL,KUB,32
10,2016,4,18,CNTRL,CKG,146
16,2015,3,18,CNTRL,CKG,101
32,2014,11,17,CNTRL,HOU,9
50,2014,12,18,CNTRL,CKG,7
20,2016,12,18,CNTRL,CKG,44
40,2014,10,17,CNTRL,HOU,2
21,2017,7,18,CNTRL,HKG,2
8,2016,8,18,CNTRL,CKG,191
7,2017,5,18,CNTRL,CKG,163
8,2016,12,18,CNTRL,CKG,166
16,2015,5,18,CNTRL,CKG,69
8,2017,8,17,CNTRL,ELP,68
210,2016,5,17,CNTRL,HOU,1
10,2016,7,18,CNTRL,CKG,17
7,2014,12,18,CNTRL,CKG,204
44,2017,10,18,CNTRL,CKG,6
8,2017,1,17,CNTRL,ELP,62
7,2016,7,18,CNTRL,CKG,145
8,2016,3,7,CNTRL,PHX,375
18,2016,12,18,CNTRL,CKG,65
11,2015,5,3,CNTRL,ONT,15
21,2016,1,17,CNTRL,HOU,22
12,2014,12,18,CNTRL,CKG,144
10,2016,9,18,CNTRL,CKG,90
12,2016,3,18,CNTRL,CKG,156
9,2017,4,18,CNTRL,CKG,21
18,2017,8,18,CNTRL,CKG,16
12,2014,12,18,CNTRL,CKG,46
81,2018,2,18,CNTRL,CKG,72
16,2017,3,18,CNTRL,CKG,84
30,2017,3,18,CNTRL,CKG,40
8,2016,3,18,CNTRL,KUB,54
21,2016,3,18,CNTRL,CKG,91
7,2016,4,18,CNTRL,KUB,47
7,2016,5,18,CNTRL,CKG,115
9,2015,12,18,CNTRL,HKG,8
19,2015,1,18,CNTRL,CKG,59
8,2017,11,5,CNTRL,SZX,1
10,2015,3,18,CNTRL,KUB,112
7,2015,11,5,CNTRL,SDF,606
8,2017,3,18,CNTRL,CKG,134
56,2016,6,18,CNTRL,CKG,6
11,2015,5,5,CNTRL,SDF,728
9,2018,1,18,CNTRL,KUB,27
15,2017,6,18,CNTRL,CKG,142
8,2014,11,18,CNTRL,CKG,156
35,2015,9,17,CNTRL,HOU,4
10,2017,12,7,CNTRL,TPA,46
55,2017,3,18,CNTRL,CKG,34
57,2016,4,17,CNTRL,HOU,5
18,2017,10,18,CNTRL,KUB,6
7,2016,12,17,CNTRL,HOU,26
7,2016,5,3,CNTRL,BOS,4
8,2016,12,18,CNTRL,HKG,4
13,2017,11,18,CNTRL,KUB,39
9,2014,8,18,CNTRL,CKG,143
14,2014,10,18,CNTRL,CKG,20
9,2016,1,5,CNTRL,SDF,606
52,2017,12,17,CNTRL,HOU,3
13,2015,12,18,CNTRL,CKG,25
10,2016,1,18,CNTRL,KUB,50
55,2017,12,18,CNTRL,CKG,36
7,2018,1,18,CNTRL,CKG,300
14,2016,4,18,CNTRL,ELP,123
33,2015,12,18,CNTRL,CKG,40
26,2014,9,18,CNTRL,CKG,32
12,2015,2,17,CNTRL,HKG,1
10,2016,5,17,CNTRL,ELP,121
53,2017,7,18,CNTRL,CKG,33
14,2017,11,18,CNTRL,CKG,216
8,2015,10,18,CNTRL,CKG,97
9,2017,8,18,CNTRL,CKG,178
11,2017,8,18,CNTRL,CKG,97
10,2016,3,18,CNTRL,CKG,122
12,2016,5,5,CNTRL,AMS,2
7,2017,9,18,CNTRL,HKG,4
15,2016,9,17,CNTRL,ELP,57
10,2016,5,18,CNTRL,CKG,96
21,2016,9,18,CNTRL,KUB,6
8,2014,9,17,CNTRL,SFO,9
7,2015,6,18,CNTRL,CKG,430
9,2015,9,17,CNTRL,HOU,73
15,2017,8,17,CNTRL,ELP,44
18,2016,9,18,CNTRL,CKG,70
77,2017,9,18,CNTRL,CKG,5
14,2015,1,18,CNTRL,CKG,43
10,2014,8,18,CNTRL,KUB,44
28,2017,4,18,CNTRL,CKG,73
9,2016,1,17,CNTRL,HOU,49
8,2015,3,18,CNTRL,KUB,60
26,2017,7,18,CNTRL,CKG,50
14,2015,10,18,CNTRL,CKG,91
24,2014,11,18,CNTRL,SHA,3
7,2016,7,5,CNTRL,SDF,11
216,2014,12,18,CNTRL,CKG,3
12,2015,6,18,CNTRL,CKG,130
45,2017,6,17,CNTRL,ELP,11
13,2016,5,5,CNTRL,SHE,92
19,2016,3,18,CNTRL,CKG,87
14,2014,12,18,CNTRL,CKG,145
52,2015,10,17,CNTRL,HOU,2
11,2017,1,5,CNTRL,SHA,5
11,2015,10,18,CNTRL,CKG,26
7,2015,2,18,CNTRL,KUB,33
9,2014,12,18,CNTRL,CKG,177
27,2016,1,18,CNTRL,CKG,45
12,2014,12,18,CNTRL,CKG,251
10,2015,3,5,CNTRL,SDF,728
49,2016,6,17,CNTRL,HOU,4
10,2017,4,7,CNTRL,PEN,2
20,2017,9,18,CNTRL,CKG,76
21,2017,12,18,CNTRL,CKG,68
37,2016,10,18,CNTRL,CKG,33
7,2017,11,17,CNTRL,SIN,41
7,2014,8,18,CNTRL,CKG,54
51,2016,6,18,CNTRL,CKG,51
8,2017,10,18,CNTRL,CKG,207
9,2014,9,5,CNTRL,AMS,10
40,2017,7,17,CNTRL,HOU,4
18,2015,3,18,CNTRL,CKG,16
7,2016,4,5,CNTRL,SDF,485
7,2017,4,18,CNTRL,CKG,161
7,2017,7,18,CNTRL,CKG,183
8,2016,3,5,CNTRL,AMS,8
18,2016,11,18,CNTRL,CKG,57
14,2017,1,17,CNTRL,HOU,25
11,2015,7,18,CNTRL,CKG,8
8,2015,6,18,CNTRL,CKG,44
212,2017,2,18,CNTRL,CKG,3
10,2015,1,18,CNTRL,CKG,80
7,2014,9,18,CNTRL,SHA,61
18,2017,1,18,CNTRL,KUB,29
9,2016,3,5,CNTRL,SHE,3000
54,2016,9,18,CNTRL,CKG,5
17,2015,2,18,CNTRL,CKG,55
9,2017,11,7,CNTRL,YYZ,5
7,2015,8,18,CNTRL,CKG,149
8,2016,1,18,CNTRL,CKG,144
13,2015,8,18,CNTRL,KUB,4
15,2015,10,18,CNTRL,CKG,44
8,2017,3,18,CNTRL,CKG,165
8,2015,11,18,CNTRL,CKG,138
10,2015,7,18,CNTRL,KUB,25
21,2017,9,18,CNTRL,CKG,92
7,2017,8,18,CNTRL,CKG,470
12,2017,4,18,CNTRL,CKG,75
7,2016,4,18,CNTRL,ELP,251
7,2015,7,18,CNTRL,KUB,39
15,2016,11,17,CNTRL,ELP,55
11,2014,12,18,CNTRL,CKG,181
10,2015,9,18,CNTRL,CKG,557
12,2016,1,18,CNTRL,CKG,72
9,2018,2,18,CNTRL,CKG,121
17,2016,4,5,CNTRL,SDF,496
9,2016,11,4,CNTRL,SIN,1650
22,2015,9,18,CNTRL,KUB,35
22,2015,3,18,CNTRL,CKG,66
8,2016,11,18,CNTRL,CKG,82
50,2017,5,18,CNTRL,CKG,34
10,2017,6,18,CNTRL,CKG,134
14,2017,7,18,CNTRL,CKG,106
8,2017,11,18,CNTRL,CKG,214
10,2017,4,17,CNTRL,HOU,13
8,2015,2,18,CNTRL,CKG,243
13,2016,2,5,CNTRL,AMS,2
8,2015,12,17,CNTRL,HOU,5
7,2017,5,17,CNTRL,ELP,51
7,2017,5,18,CNTRL,CKG,225
10,2016,6,18,CNTRL,HKG,7
17,2018,2,18,CNTRL,CKG,54
21,2017,8,18,CNTRL,CKG,84
26,2016,5,17,CNTRL,HOU,6
13,2016,8,18,CNTRL,CKG,131
10,2018,1,18,CNTRL,CKG,150
7,2017,7,17,CNTRL,ELP,203
18,2014,12,18,CNTRL,CKG,118
11,2014,8,18,CNTRL,CKG,75
8,2017,9,18,CNTRL,CKG,175
32,2016,4,18,CNTRL,CKG,42
10,2015,1,18,CNTRL,CKG,347
16,2015,1,18,CNTRL,CKG,142
15,2016,1,18,CNTRL,CKG,92
67,2015,12,18,CNTRL,HKG,1
18,2015,9,7,CNTRL,YYZ,2
55,2016,12,18,CNTRL,CKG,30
9,2018,1,18,CNTRL,CKG,85
7,2017,9,18,CNTRL,CKG,173
7,2016,7,18,CNTRL,HKG,6
8,2016,11,18,CNTRL,CKG,85
9,2015,7,18,CNTRL,CKG,157
24,2017,4,17,CNTRL,ELP,77
8,2015,4,8,CNTRL,ORD,238
7,2015,9,18,CNTRL,CKG,8
29,2017,5,18,CNTRL,CKG,70
8,2015,3,18,CNTRL,KUB,63
10,2017,3,8,CNTRL,SLC,77
22,2015,7,18,CNTRL,CKG,54
8,2016,9,18,CNTRL,CKG,626
51,2015,1,17,CNTRL,SFO,2
48,2017,9,18,CNTRL,CKG,48
9,2014,10,18,CNTRL,CKG,364
8,2016,8,5,CNTRL,PHX,1268
15,2015,6,17,CNTRL,HOU,26
9,2016,7,17,CNTRL,HOU,20
7,2017,9,18,CNTRL,CKG,206
7,2016,3,18,CNTRL,KUB,149
11,2017,6,17,CNTRL,HOU,7
7,2014,10,18,CNTRL,KUB,129
8,2016,10,17,CNTRL,ELP,75
15,2015,2,18,CNTRL,CKG,31
22,2016,6,18,CNTRL,CKG,80
29,2018,2,18,CNTRL,CKG,63
18,2015,12,18,CNTRL,CKG,98
17,2015,11,18,CNTRL,CKG,47
11,2015,7,18,CNTRL,KUB,48
30,2015,9,18,CNTRL,CKG,35
12,2017,2,17,CNTRL,ELP,68
8,2017,6,10,CNTRL,BUF,2646
14,2015,4,5,CNTRL,AMS,2
16,2017,11,18,CNTRL,CKG,76
7,2015,9,18,CNTRL,CKG,111
10,2016,4,18,CNTRL,KUB,4
10,2014,9,3,CNTRL,ONT,24
21,2017,12,17,CNTRL,HOU,5
13,2015,1,5,CNTRL,AMS,2
7,2015,2,8,CNTRL,ORD,7
11,2015,11,18,CNTRL,CKG,13
8,2015,10,18,CNTRL,CKG,111
26,2015,6,18,CNTRL,CKG,38
12,2014,9,17,CNTRL,HOU,143
7,2015,12,18,CNTRL,CKG,220
8,2018,1,5,CNTRL,SDF,728
38,2017,7,18,CNTRL,CKG,43
17,2014,10,18,CNTRL,CKG,70
12,2015,8,18,CNTRL,CKG,72
7,2014,11,18,CNTRL,KUB,29
9,2017,10,17,CNTRL,HOU,19
8,2014,12,18,CNTRL,CKG,265
12,2017,11,18,CNTRL,CKG,18
12,2017,8,17,CNTRL,ELP,163
8,2017,3,5,CNTRL,SDF,485
33,2017,6,17,CNTRL,ELP,13
14,2016,4,18,CNTRL,CKG,23
8,2016,4,18,CNTRL,ELP,84
19,2017,4,18,CNTRL,CKG,10
23,2016,7,18,CNTRL,CKG,52
7,2016,7,18,CNTRL,ELP,108
19,2015,3,18,CNTRL,CKG,144
32,2015,10,18,CNTRL,CKG,29
7,2016,5,18,CNTRL,CKG,151
28,2015,7,5,CNTRL,SIN,1
14,2015,6,18,CNTRL,HKG,3
7,2017,3,18,CNTRL,CKG,140
23,2016,11,18,CNTRL,CKG,73
18,2015,12,18,CNTRL,CKG,68
22,2017,1,18,CNTRL,CKG,72
7,2015,5,18,CNTRL,CKG,136
8,2017,12,18,CNTRL,CKG,207
11,2014,12,18,CNTRL,KUB,78
18,2016,5,17,CNTRL,ELP,4
16,2015,7,3,CNTRL,ONT,4
9,2017,3,17,CNTRL,HOU,10
26,2017,2,18,CNTRL,CKG,13
52,2017,10,18,CNTRL,CKG,47
39,2016,2,18,CNTRL,CKG,36
22,2016,11,18,CNTRL,KUB,6
13,2015,9,18,CNTRL,CKG,44
12,2014,9,18,CNTRL,CKG,104
9,2015,8,18,CNTRL,CKG,110
31,2018,1,18,CNTRL,CKG,41
7,2017,5,18,CNTRL,CKG,1
7,2015,6,18,CNTRL,CKG,125
10,2017,7,18,CNTRL,KUB,28
11,2014,11,18,CNTRL,CKG,27
8,2015,5,18,CNTRL,CKG,178
11,2016,6,5,CNTRL,SIN,4
56,2016,11,18,CNTRL,CKG,33
22,2015,10,18,CNTRL,CKG,39
19,2016,6,18,CNTRL,CKG,81
8,2016,4,18,CNTRL,ELP,260
19,2017,6,18,CNTRL,CKG,18
7,2017,6,17,CNTRL,HOU,15
8,2017,1,17,CNTRL,HOU,27
7,2015,3,7,CNTRL,PHX,2
23,2017,6,18,CNTRL,CKG,14
23,2017,10,18,CNTRL,CKG,42
32,2014,12,18,CNTRL,CKG,27
8,2014,10,18,CNTRL,CKG,119
7,2015,4,17,CNTRL,HOU,46
20,2016,11,18,CNTRL,CKG,72
28,2018,2,18,CNTRL,CKG,24
21,2017,3,18,CNTRL,KUB,4
8,2016,5,17,CNTRL,SFO,9
21,2016,10,18,CNTRL,HKG,2
20,2015,6,18,CNTRL,CKG,16
7,2016,11,17,CNTRL,SFO,9
9,2017,5,18,CNTRL,CKG,132
18,2015,7,18,CNTRL,CKG,42
59,2016,2,18,CNTRL,CKG,6
37,2016,8,18,CNTRL,CKG,39
26,2014,10,18,CNTRL,CKG,69
12,2015,3,18,CNTRL,CKG,499
204,2016,12,17,CNTRL,HOU,1
10,2015,7,18,CNTRL,KUB,70
9,2016,11,18,CNTRL,CKG,299
14,2015,2,18,CNTRL,CKG,112
14,2015,2,18,CNTRL,CKG,66
7,2014,11,18,CNTRL,CKG,201
13,2016,8,18,CNTRL,CKG,72
16,2017,4,17,CNTRL,ELP,18
14,2017,1,18,CNTRL,CKG,146
7,2017,11,5,CNTRL,SDF,2
44,2016,5,18,CNTRL,CKG,39
